Residual,AverageMatch,Mean,Variance,Skewness,Kurtosis
0.15442169572867492,1.2,-0.0046332034816350225,0.004729171125257745,-0.07840069094018479,3.4356442835497747
0.034477012891259484,1.2,0.005473509081012378,0.0022118050526510674,-0.009802288815693066,3.3268969943201325
8.760220877670541e-08,1.6,0.002031941852636475,0.0007950886984370695,0.012457809047757932,3.5689146971665666
1.1292453007321274e-07,1.6,-2.7602764381049305e-05,0.00021866815471093166,-0.0009040667017936883,3.4689317948528933
0.220314446429605,1.2,0.003158048144397029,0.002284825450642133,-0.021997546748171334,3.236681756307805
2.7622645831616903e-08,1.6,-0.0018431479023807982,0.0011893954325388769,-0.07696852102087255,3.667582114422741
1.0429859900745089e-07,1.6,0.0012928605649602323,0.0007712247664140724,-0.017071983149694044,3.7822425305017533
0.04748418941970024,1.2,0.009279352640336896,0.003577301250960071,0.0022827825201576254,3.5661387545476595
2.0337113897179053e-08,1.6,1.6653345369377347e-18,0.0017915790785463695,0.03763832212057793,3.477088166125812
2.9146539871501312e-08,1.6,0.00457889162902425,0.002418293994745047,0.1319539056911288,3.6732236268837055
6.656180612372734e-07,1.6,0.003364697600409799,0.0004389534100317981,0.04893383619615635,3.3703190483167287
2.2669787463448203e-08,1.6,-0.0005977010494188775,0.00032969405925208566,-0.02463202949718536,3.905450481788427
8.847079649328105e-08,1.6,-0.003681690268599724,0.0006186918238698964,0.06181725987014292,3.395955304188855
3.0715454343115174e-07,1.6,0.01258967505160945,0.01087387813568945,0.10898552884191688,3.715920196135045
7.842688939238317e-08,1.6,0.0020553362112407385,0.0011261344816320623,0.0403972294824941,3.6958638748010157
0.11475701686405253,1.2,-0.00516009823766565,0.002849047678992536,-0.0704723795752911,3.574079409185917
0.021269989437878133,1.2,0.004226170266504758,0.008189646433710843,-0.0004948393982714831,3.3850472865516643
1.9011123080701977e-08,1.6,0.002235168450589885,0.0013830645076070684,0.13284185338243865,4.167945295527183
6.12513075814435e-07,1.6,-0.0007875951072430809,0.000254449542921419,-0.04434310881820284,3.676385835439035
4.1555654176537516e-07,1.6,-0.0006220301540871665,0.0004828350564377657,-0.015874361648729924,3.6625163727791414
2.2192616705260704e-07,1.6,0.00037569153056046247,0.00034707340616562976,0.021502793995757868,3.6757451791898315
0.22939998353259142,1.2,0.003207939537230474,0.0016231815167074522,0.04679736863689315,3.627878814631332
0.20842782164124704,1.2,-0.0035987941668826837,0.002244476759359123,-0.03242786368705028,3.4105102818844126
0.19628159273865894,1.2,0.0010979688265303972,0.0026442752416384924,0.0035346757453741644,3.3361745557811866
0.10995453125277967,1.2,0.0006924040627071168,0.0011842114231424084,0.006950339070248423,3.3482794862553993
0.11790732726437891,1.2,0.0031494229171872327,0.0019529859861121973,0.02380660197408198,3.430126867225338
1.3724327921551614e-07,1.6,-0.0011597042233291975,0.0006664421890376018,-0.061877961623592125,3.6872409516773605
8.063120382395713e-09,1.6,-0.0015410676751924104,0.00022597987768229827,-0.13578255211492732,3.693677342191641
0.058941512514773156,1.2,-0.0019497629580662516,0.0031876446009507305,-0.02347146522492228,3.52037923976913
2.6178182509776883e-10,1.6,-0.000880847712281843,0.0013811394940644545,-0.044032697314852536,3.8414895746938647
2.56150644391988e-07,1.6,0.002416855508267021,0.0012472861934179698,0.07161263203758318,3.744347381910483
4.565545703571064e-09,1.6,-0.0027572212525350313,0.0009193284545662508,-0.08181987681857388,3.514362703340715
1.1617390110310242e-07,1.6,-0.00040295775764065877,0.0013349205837973688,-0.004176284153366874,3.9367340561226
0.04119908563090583,1.2,-0.006508281636497649,0.0041561867826275375,0.05270095982842388,3.1923420265933697
0.2937299407487959,1.2,-0.001657679330024338,0.0017232062963498408,-0.011705342438624526,3.472562176410005
0.0172281504019676,1.2,0.00015190378121077196,0.001753658589947135,0.0010501475985634887,3.6134108186814973
2.5158115987137186e-08,1.6,-0.0004189667818111837,0.0002452126658539749,-0.017431859927957132,3.628928176168971
1.076551495946836e-08,1.6,-0.006629730475594828,0.0025391622619366483,-0.12585248840932575,3.561740553325509
0.06657141390064315,1.2,-0.0031416465537789833,0.0010244348347269055,-0.017209862842224227,3.228081991056341
0.0705640522937674,1.2,-0.0016966376126345594,0.0016874231203610121,-0.015810810425467912,3.427632723744911
1.4374180694775933e-07,1.6,-0.00011829480401507387,0.0004555574032827574,-0.1157879836904528,3.8976657464814273
1.1505397116070164e-08,1.6,0.0016604837288009546,0.0009608582306867508,0.07722070880125287,3.456052318760616
0.21966476786141675,1.2,-0.0023420563652904666,0.0010885214681320141,-0.03440599019715514,3.5412966792243057
0.278514019712375,1.2,-0.0010859758241230637,0.0010540227270281596,-0.003288810628897128,3.562317316615946
4.10839048766744e-09,1.6,-0.00038969097037854715,0.0004523881170834351,-0.006531587691002912,3.511026615156009
0.23336927026883914,1.2,0.0005933097475549729,0.003011344333973238,0.037778321097466656,3.3155995053643985
