Country,p1,p2,p3,mu1,mu2,mu3,sig1,sig2,sig3
BEL,0.2591590745607953,0.3043063574426607,0.436534567996544,0.0166798709945323,-0.013954552057642807,-0.00015814478500885586,0.004141732327264338,0.012183184422519231,0.012183184422519231
CHN,0.3123842140342023,0.35537017072483373,0.33224561524096397,0.02715971357775491,0.0005583096154173897,-0.026133111875504968,1.0591701144333705e-08,0.005451499605647517,0.005451499605647517
ESP,0.26020821284567747,0.30509873363902135,0.4346930535153012,0.013625317003462685,-0.0014489133945682347,-0.00714047238096355,0.0013454220445979484,0.003584838758026807,0.003584838758026807
HUN,0.24362600178068375,0.29427939837502026,0.462094599844296,0.010253303364163175,-0.016349688902212025,0.005005318814733926,0.0014091662319660873,0.03664587896491374,0.03664587896491374
ITA,0.28675237750600213,0.30295129441899354,0.41029632807500427,0.017521702943836513,-0.010461408172800786,-0.004509182377190032,0.014248098886114164,0.020558833780188357,0.020558833780188357
NAM,0.25669809929408705,0.3092175781961487,0.43408432250976425,-0.028075572845911428,-0.0014703489111370603,0.017645549541483146,0.008224249691179492,0.0021326132706958253,0.0021326132706958253
PRT,0.2427253542020915,0.29918741822304007,0.4580872275748684,-0.014854028027960535,0.025787474256295694,-0.008975304552863956,0.03200344568561699,0.005270511499111952,0.005270511499111952
SVN,0.25285297068118423,0.30508949749295566,0.44205753182586016,0.006617343257700577,-0.009446525413196927,0.002735431806150163,0.0067190236470517205,0.032899827228175624,0.032899827228175624
USA,0.2527379411790653,0.30248367646190416,0.44477838235903056,-0.008826436566584153,-0.012611610239270854,0.013595265985711813,0.004292180803401956,0.018507019277732507,0.018507019277732507
BGR,0.29091198872534,0.3167623386698317,0.3923256726048283,0.015127589798472426,-0.007770906426416779,-0.0049354396706867525,0.001386847366699543,0.00010434646974143025,0.00010434646974143025
COL,0.2532703367436955,0.3020271632329719,0.44470250002333267,-0.01242716550623563,-0.004994207588540278,0.010469141568308294,0.011849989984335481,0.02067340375075835,0.02067340375075835
EST,0.37726697972183226,0.40769663427964303,0.2150363859985247,0.01278737313949173,0.005189790812439601,-0.032274221265542136,0.004951586631581307,0.0023692382260967126,0.0023692382260967126
IDN,0.25658102706157654,0.20707563240263502,0.5363433405357885,0.01839421979968215,-0.017371703448885424,-0.0020934690564091024,0.0017486946073008416,0.050987054108573994,0.050987054108573994
JPN,0.23615083421462624,0.2965065803608724,0.46734258542450136,-0.015550837027298542,0.02214150280417623,-0.006190916160524717,0.024221698726863274,0.0032338089854044697,0.0032338089854044697
NLD,0.25348304062971244,0.30002643448445426,0.4464905248858333,0.013106505847195105,0.009140174200761294,-0.013581657618137385,0.00785969372109043,0.012995599237458058,0.012995599237458058
PRY,0.32764298873931313,0.2948513605774753,0.3775056506832115,0.027643467349742733,0.004395663659416639,-0.02756987704352459,0.021875760630180797,0.002435769984607952,0.002435769984607952
