2.626305216361557449e-01,2.140029651977357616e-01,1.624384596405410475e-05,-1.139851870876204579e-05,1.294226849666029779e-02,4.315204605972349991e-03,8.983775888505430088e-03
7.507089406579011692e-01,1.784074995909027683e-01,1.024931496520583088e-02,3.129468212013065357e-03,6.308009998995662074e-03,1.197265672001395116e-02,1.167328159315877793e-02
9.255910551899247940e-01,9.061283296601349872e-05,-1.054576380120214041e-01,1.434827245121345594e-02,8.666903856030130568e-03,2.815549116848490782e-02,1.859806089390031447e-02
3.788754727473930828e-01,3.568575252312954360e-01,4.477800030393802588e-03,2.767666576059394420e-03,5.017329511517473403e-03,1.226576437929564889e-02,3.560643703451538827e-03
1.170372568569034433e-01,5.995036427532139667e-02,5.810216711865909094e-03,1.230008133743002016e-03,8.294363777321523247e-04,1.919511070925026403e-02,7.966368424477501473e-03
4.299147812147424141e-01,2.280799254949376076e-01,7.384785972363911224e-03,-1.449253362837983573e-03,5.588466531663740210e-03,1.185255427243539147e-02,8.575687181712879359e-03
4.636431128216024211e-01,2.903775730360617091e-01,7.086646416913485770e-03,-4.476808358298913632e-03,4.833946735662853975e-03,1.119092510054245197e-02,8.622282606613856579e-03
7.541344030915201335e-01,1.331035151089575708e-01,6.749937635668398252e-03,6.269942303497682418e-03,7.299650994547424859e-03,1.319697734971194553e-02,1.075046269621286049e-02
3.677594280160273454e-01,5.322180322866151281e-01,1.884301570518605784e-03,2.322840809942343723e-03,3.183044103154408951e-03,1.142939504356931153e-02,1.016750396170857523e-02
4.891992072804775271e-02,2.138148602993168168e-01,-8.194098520101762359e-03,1.798958733821295636e-03,1.765675884854556177e-02,6.753170766454790440e-03,7.900055135915918722e-03
2.894768845132708601e-01,2.543817884103944382e-01,-1.925561597782461665e-03,-2.038069618490931205e-03,1.194599180419588652e-02,3.935895235570236947e-03,8.787678385740554238e-03
2.288442791394652009e-01,2.124110130807125851e-01,-4.164843692001888621e-03,7.810225283101537939e-04,1.306469382313882668e-02,2.242481691233652814e-07,9.038526026305717873e-03
5.764429267712836702e-02,3.200732274068721073e-01,-3.870356863549501581e-03,2.606385084807686606e-03,1.336510410633117395e-02,1.731984449497345376e-03,1.040997510924867100e-02
4.097006478713369204e-02,2.661147178567072058e-01,-1.944033767466535811e-03,1.272100462669093271e-04,1.546614362987836638e-02,5.555885681350453478e-03,9.883383897580940922e-03
6.361020101480819866e-01,3.551603691571635912e-01,-2.914566574195528309e-03,-2.672262299084404366e-02,1.091030632772573006e-02,8.871777142388376225e-04,1.683085822708129883e-02
5.331150549869174693e-01,4.667396452009182073e-01,-1.443701740936365356e-03,4.400682134391458583e-02,1.170702622712367115e-02,5.637329331387151178e-03,2.499294878364313396e-02
1.291717858791400220e-01,1.629865514659390169e-01,-6.989240973654459654e-04,-4.861448506144528292e-04,1.446847933743876206e-02,6.287450475247959025e-03,8.816810201780687223e-03
2.189390184977524356e-01,2.715542447193995956e-01,-3.354644968730861095e-03,2.053197187240025229e-03,1.320927898110401191e-02,3.469496846919497071e-03,9.235370917569103721e-03
4.679544576621220142e-01,2.110120626496678198e-01,-4.350653656754973654e-03,2.839086103998480614e-03,1.207072425149037335e-02,2.415890930381541467e-04,6.952530414973615534e-03
5.902100685442555061e-01,4.097638467406374829e-01,-8.111513433190196704e-04,-1.080915775796965073e-01,1.191017093855038442e-02,4.084248787778171214e-03,4.670896602963989924e-02
5.802472533851672498e-01,2.754867119073716730e-01,5.038837073785284303e-06,-4.815406960648724137e-03,1.115495206519034367e-02,2.029186700478921059e-03,9.365630722492291477e-03
1.148868866639757430e-01,2.349656225101284246e-01,-1.125986924049052597e-03,5.686862530831199953e-04,1.369142683965569873e-02,2.923896158669264406e-03,1.007944226864106521e-02
5.686118548991967447e-01,1.675910995052940222e-01,-7.281464069931883280e-05,-1.995885459452012112e-04,1.154672825400924856e-02,1.530527967433385848e-03,7.287290629674356146e-03
5.140825853481680863e-01,2.597886424503975666e-01,-1.625200764112485401e-04,6.686405730369153044e-04,1.164004368608641780e-02,3.464089446758751144e-03,8.664921387114740345e-03
3.857509969712354381e-01,2.000095826388197662e-01,6.571678939331046824e-04,-1.334468758103897425e-04,1.223572991981279785e-02,3.567238083325450625e-03,8.453150863411676777e-03
3.986822975858941853e-01,2.064490541927962164e-01,2.240926705913278208e-03,-1.606403532007391220e-03,1.204110138247553412e-02,6.993373483951425586e-04,8.758257126921050253e-03
5.181980561987838962e-01,4.817499378765862650e-01,5.203861595687468483e-04,-8.023522805405183811e-02,1.209309230360366104e-02,4.695228835357456894e-03,1.588379868333261377e-02
6.693953636803411378e-01,2.992881837834159842e-01,1.363437651336150275e-03,-1.166978211770290999e-02,1.105897533722644856e-02,9.861566393416483847e-04,1.023139845502227252e-02
7.307472845328659705e-01,2.692495223108306024e-01,1.580456527558167122e-03,-9.141158847341002147e-02,1.092984973260222037e-02,1.491344750422139384e-04,2.893689283968790826e-02
4.353505337855990698e-01,5.640237054473586920e-01,5.745572433869218986e-04,-6.546084671894558671e-02,1.426515013799639804e-02,2.576227923753372350e-03,1.753805553179216270e-02
1.770639785031119240e-01,2.174842231761288658e-01,1.224539696334694949e-03,1.149019529636977109e-03,1.199096817484032046e-02,6.664593121188475827e-04,9.771810840267711878e-03
7.076540050945508975e-01,2.923222213574193651e-01,3.374878328083193418e-03,3.733596055816384290e-02,1.379387458875520542e-02,3.459301851153609095e-03,5.729552361759124302e-02
1.932117871307122148e-01,8.066795435644874557e-01,2.099159464524813327e-03,-3.981880202549489128e-02,1.057862291929155020e-02,8.043121893095372260e-03,6.141032601172891764e-02
4.126531490836939930e-01,1.949363707764971698e-01,9.623576732617147725e-04,2.833729356677224323e-03,1.151973966898992702e-02,1.410547477719493363e-03,8.122598745395318356e-03
1.984261144520007847e-01,7.993311500327457964e-01,-5.098068167449986907e-04,-8.340375140203265536e-02,1.850063333052677506e-02,1.801850048202103288e-05,4.091457672772005894e-02
6.776643085810941658e-01,3.223022345060601035e-01,2.971520889024472159e-03,-6.242243017146904133e-02,1.119627701656969801e-02,6.764883060043662064e-04,1.067996138095316482e-02
5.538916219403284824e-01,3.742453083470411168e-01,2.697268998121356894e-03,4.226649393695230787e-03,1.136564883729674659e-02,3.944370139712091716e-03,8.771033539529045700e-03
2.993844851037909538e-01,5.180849492250167998e-01,2.461593263150673328e-03,-2.922902062603943522e-03,1.126579766706968348e-02,5.391441979195496677e-03,1.077756355275690490e-02
1.208365202415681433e-01,4.352527587404132411e-03,-4.883158302035878889e-02,3.914519403795426985e-04,3.614908146754267602e-03,2.936750916585957952e-02,9.328103402275644135e-03
3.996011654724094253e-01,1.410215438285565281e-01,-8.222063542612498277e-03,-1.863435400286648266e-04,5.171367186125322250e-03,1.271433938488824612e-02,9.794539468340898725e-03
4.509027160486577257e-01,5.513852796371929849e-03,-3.842824621933102480e-02,-1.093799293996740914e-03,1.879802583855238324e-03,2.072545705885844164e-02,1.188227680096190161e-02
1.219789262095945653e-01,1.814131955131824403e-02,-2.902130639085748892e-02,2.502534157096859987e-04,8.545373277161449595e-04,1.952908335432406578e-02,8.911231682057763059e-03
5.123062240975139181e-01,2.369493978438694996e-04,-3.482658636421556014e-02,-3.480710686786636383e-03,4.933755549202939808e-03,1.813506571881364632e-02,1.145248219826733478e-02
6.574597486636617472e-01,1.187897265289925702e-02,-2.805235092418531528e-02,-3.034308750625240667e-03,3.172399712966125166e-03,4.098644848786216904e-03,1.436124842409151892e-02
7.680638918250051184e-01,1.683761046738753095e-04,1.189700716629300548e-01,-4.246003109519225216e-03,5.136300287338650163e-03,4.280525714829336997e-02,1.796249955755983493e-02
6.901720401258956139e-01,2.946245561602882646e-01,-8.785893401504304978e-03,9.372332632267757827e-03,5.137982637942638091e-03,1.102665349078938220e-02,1.486354109826035740e-02
5.219918268450562948e-01,1.420636971953130037e-03,-4.923866289777943661e-02,-2.944239495507566372e-03,3.755377294773095537e-03,2.460252706394181962e-02,1.211441587145224534e-02
4.114337960343639189e-01,5.722058116289664015e-04,-5.119783757520362383e-02,-2.860381935785088689e-03,4.425676874270703925e-04,2.665520808539944067e-02,1.140930664526742210e-02
4.127930956098406212e-01,3.725079329084975133e-02,-2.386885104347941447e-02,-5.098644424668488141e-04,3.295812009932727344e-03,1.639952464790668529e-02,9.742495862076101798e-03
5.096247819979727867e-01,1.989600806822045960e-05,-1.189984839577854919e-01,-3.919051028673038554e-03,3.225344525455572930e-03,4.588035506038996847e-02,1.204154448873973569e-02
3.149007418127698354e-01,6.968960665494527279e-03,-4.106775366006525790e-02,-1.304715619163884571e-03,1.694524501715040539e-04,2.465660281994438291e-02,9.968273424801726498e-03
4.800396908876607832e-03,2.400976819474449908e-01,-1.112727337245618398e-02,3.458797774514044045e-03,1.144252744026870959e-02,1.191593508160920974e-02,5.239879007185114720e-03
2.136447790545510372e-01,7.231957382772552165e-03,-5.074090600901517284e-02,3.336658957033947800e-04,3.982877006529004886e-03,2.954550384069722785e-02,9.051935321620473845e-03
6.120761594548288498e-01,6.173526901738106420e-03,-4.740083796756134477e-02,-2.271754209082804416e-03,4.937533475667611228e-03,2.685481809984141544e-02,1.199268460774074140e-02
2.479570578117880342e-01,1.102007091485988910e-02,-4.290364716663935124e-02,5.705302469544735544e-04,4.045371309622862151e-04,2.505514599811943521e-02,8.574795330159102821e-03
4.417612154994434159e-01,1.743529323641180087e-02,-3.661562218023692306e-02,-5.064381128321170274e-04,3.375510937653911081e-03,2.204974007764256422e-02,9.922583221366002362e-03
5.101070197807756612e-01,4.245975486400340171e-01,-6.664485927400673124e-03,4.506121589345167371e-03,1.347775868142573946e-03,1.115833768316430025e-02,7.952835472546743167e-03
5.315723380328705172e-01,3.940990261947229789e-01,-6.914193045476454101e-03,-1.160018633923317667e-04,2.337647314585128769e-03,1.130105806699312557e-02,6.958497889715467219e-03
3.988601038045003211e-01,3.150567910593165544e-01,-7.019146805814694898e-03,-2.240529176596991589e-03,2.597851735296784269e-04,1.230819700254482535e-02,4.258509968941919487e-03
3.428314427844766366e-01,1.881377598985982114e-01,-1.117641870037136900e-02,-1.329669483983736021e-03,2.235325589545916671e-03,1.285312329969661577e-02,4.600058060560543310e-03
6.552981279599193742e-01,2.124728857961975455e-06,-5.650572434299645785e-02,-8.968640408275767306e-03,2.640583221328062814e-03,2.927549662875057745e-02,1.113930259623770354e-02
5.659273549667760417e-01,3.745903038350021919e-01,-7.971129988022200921e-03,-2.331129072852943386e-05,6.023189744452828349e-04,1.124669556109006950e-02,7.430564584941096173e-03
3.202205191590071776e-01,2.995793251973218399e-03,-7.322600742406860930e-02,-5.815107223909491557e-03,2.921379326464286058e-20,4.527774307763225009e-02,3.244014275467883672e-03
2.116796050019356668e-01,3.953210238828581968e-02,-3.077141274826574596e-02,1.001963847574832803e-04,6.532858540340822327e-03,1.923060519587058842e-02,5.610650481544016480e-03
1.024463111445188257e-01,3.221994813230494824e-03,-7.073012865534124283e-02,-8.300992504148257522e-04,2.311433323823408950e-03,4.044904374755867865e-02,8.220772354575477808e-03
3.212762192636955394e-01,1.254858433478412416e-01,-1.933243233188032539e-02,2.131340340775337867e-03,1.312329832731003393e-03,1.391468382870540005e-02,5.093910748525966141e-03
