-0.3439507978212E-02, 0.1491002434737E-02,-0.2717741807563E-02, 0.6044168516454E-02,-0.2085231126920E-04,-0.2940770762714E-02, 0.3736129710485E-02,-0.1782270885251E-02, 0.7716238754056E-02
-0.3522034573101E-02, 0.1450489823785E-02,-0.2739596989849E-02, 0.5890955352906E-02,-0.1296252979202E-03,-0.3026621592404E-02, 0.3603323994987E-02,-0.1870524033733E-02, 0.7636252706263E-02
-0.3622371334053E-02, 0.1332563751022E-02,-0.2804596811469E-02, 0.5741923368269E-02,-0.2460629867771E-03,-0.3125093580085E-02, 0.3450968606192E-02,-0.1975892382923E-02, 0.7498017602190E-02
-0.3723122641248E-02, 0.1185993822651E-02,-0.2891019928562E-02, 0.5604030744281E-02,-0.3541809118160E-03,-0.3219380518954E-02, 0.3299152257024E-02,-0.2077785025637E-02, 0.7333313212017E-02
-0.3728805857648E-02, 0.1199771203878E-02,-0.2893464368788E-02, 0.5644168517357E-02,-0.3414795540318E-03,-0.3224748680820E-02, 0.3320458422971E-02,-0.2069227310463E-02, 0.7362693549067E-02
-0.3856286415100E-02, 0.1002000823890E-02,-0.3041250673745E-02, 0.5389496305197E-02,-0.4815196063436E-03,-0.3328174423026E-02, 0.3077491529252E-02,-0.2188779562894E-02, 0.7051615654089E-02
-0.3890683628661E-02, 0.9534371599869E-03,-0.3069932499366E-02, 0.5293946420451E-02,-0.5301441450773E-03,-0.3349249421962E-02, 0.3011334101322E-02,-0.2222728837607E-02, 0.6976506980846E-02
-0.3926900967995E-02, 0.8895514933419E-03,-0.3105734973315E-02, 0.5183419884645E-02,-0.5998507141644E-03,-0.3383227325559E-02, 0.2935478113042E-02,-0.2275575517316E-02, 0.6883451773320E-02
-0.3982395864115E-02, 0.7771359041588E-03,-0.3177215355323E-02, 0.5040825542083E-02,-0.7139732406351E-03,-0.3456446288865E-02, 0.2820313176171E-02,-0.2372266652727E-02, 0.6726120077936E-02
-0.3305782365392E-02, 0.1586389062276E-02,-0.2601301871861E-02, 0.6115785581789E-02, 0.8811013572988E-04,-0.2808440509280E-02, 0.3810367246623E-02,-0.1683664555755E-02, 0.7729342860977E-02
-0.3389209199567E-02, 0.1545899955970E-02,-0.2623979825256E-02, 0.5963919825908E-02,-0.2070600898398E-04,-0.2894975301563E-02, 0.3678192506462E-02,-0.1772286838312E-02, 0.7650614408564E-02
-0.3490620031521E-02, 0.1428236509775E-02,-0.2689938368907E-02, 0.5816051394390E-02,-0.1373620316947E-03,-0.2994348270248E-02, 0.3526409331220E-02,-0.1878173763274E-02, 0.7513385968159E-02
-0.3592479191821E-02, 0.1282008238088E-02,-0.2777322262435E-02, 0.5679152606980E-02,-0.2457940882572E-03,-0.3089608411839E-02, 0.3375094647807E-02,-0.1980647257344E-02, 0.7349608486690E-02
-0.3598244905177E-02, 0.1295900124217E-02,-0.2779806104664E-02, 0.5719537667139E-02,-0.2330695183631E-03,-0.3095022327504E-02, 0.3396571002027E-02,-0.1972110593954E-02, 0.7380373582358E-02
-0.3727399819736E-02, 0.1098295275839E-02,-0.2928945137608E-02, 0.5466153243461E-02,-0.3737309263580E-03,-0.3199986199762E-02, 0.3154178464112E-02,-0.2092641659628E-02, 0.7070210188286E-02
-0.3762443828115E-02, 0.1049748125266E-02,-0.2958157489238E-02, 0.5371236806038E-02,-0.4225384620075E-03,-0.3221660665026E-02, 0.3088259920957E-02,-0.2126974163440E-02, 0.6995647051824E-02
-0.3799432309977E-02, 0.9858670987897E-03,-0.2994584285214E-02, 0.5261342348210E-02,-0.4924406185761E-03,-0.3256316372816E-02, 0.3012615010905E-02,-0.2180128922794E-02, 0.6903017968397E-02
-0.3856031773222E-02, 0.8734971242087E-03,-0.3066935901772E-02, 0.5119444732507E-02,-0.6068388034537E-03,-0.3330446469373E-02, 0.2897679184436E-02,-0.2277054978010E-02, 0.6746205471408E-02
-0.3159234465873E-02, 0.1706017065244E-02,-0.2466005704258E-02, 0.6207963444737E-02, 0.2049295634052E-03,-0.2692784307517E-02, 0.3884570876753E-02,-0.1590127235552E-02, 0.7786307205466E-02
-0.3243503173179E-02, 0.1665733380752E-02,-0.2489475904370E-02, 0.6057773905927E-02, 0.9624474292664E-04,-0.2779785930096E-02, 0.3753306619578E-02,-0.1678965445245E-02, 0.7708962212527E-02
-0.3345969193506E-02, 0.1548430300447E-02,-0.2556360535201E-02, 0.5911305703021E-02,-0.2046191018611E-04,-0.2879835847249E-02, 0.3602318989313E-02,-0.1785220056457E-02, 0.7573092143492E-02
-0.3448944944602E-02, 0.1402579328997E-02,-0.2644680764865E-02, 0.5775556043361E-02,-0.1290663867867E-03,-0.2975860133140E-02, 0.3451671422528E-02,-0.1888141851409E-02, 0.7410596354540E-02
-0.3454798078540E-02, 0.1416597232164E-02,-0.2647241562811E-02, 0.5816192287335E-02,-0.1163484021643E-03,-0.2981336342069E-02, 0.3473335782244E-02,-0.1879654217292E-02, 0.7442034798537E-02
-0.3585675310098E-02, 0.1219119731342E-02,-0.2797712693157E-02, 0.5564201183139E-02,-0.2574727738660E-03,-0.3087536107799E-02, 0.3231650225674E-02,-0.2000990121415E-02, 0.7133325041597E-02
