 0.7308191201143E+00, 0.7299528960499E+00, 0.7287417691291E+00, 0.7275336352458E+00, 0.7263424452792E+00, 0.7252231355961E+00, 0.7242567020454E+00, 0.7234036754419E+00, 0.7223723690619E+00
 0.7315161307191E+00, 0.7307122699310E+00, 0.7295618012133E+00, 0.7284137679230E+00, 0.7272817599379E+00, 0.7262193089138E+00, 0.7253052774127E+00, 0.7245009910099E+00, 0.7235211701407E+00
 0.7292582103094E+00, 0.7285068317563E+00, 0.7274093493311E+00, 0.7263143910386E+00, 0.7252351220461E+00, 0.7242233742193E+00, 0.7233553464636E+00, 0.7225932542964E+00, 0.7216596537106E+00
 0.7279611614570E+00, 0.7272351559989E+00, 0.7261633387769E+00, 0.7250946912870E+00, 0.7240422076793E+00, 0.7230566105591E+00, 0.7222122087394E+00, 0.7214715937415E+00, 0.7205624979378E+00
 0.7261511611811E+00, 0.7254823273941E+00, 0.7244664200501E+00, 0.7234515600176E+00, 0.7224504307341E+00, 0.7215129243069E+00, 0.7207125180539E+00, 0.7200129224609E+00, 0.7191452505758E+00
 0.7253215171224E+00, 0.7246833281436E+00, 0.7236962286748E+00, 0.7227083933644E+00, 0.7217325025712E+00, 0.7208185255154E+00, 0.7200403847469E+00, 0.7193621724314E+00, 0.7185142522957E+00
 0.7246872618476E+00, 0.7240732808542E+00, 0.7231085203565E+00, 0.7221412800289E+00, 0.7211843187708E+00, 0.7202880583026E+00, 0.7195274021816E+00, 0.7188665186375E+00, 0.7180333180335E+00
 0.7294611452621E+00, 0.7282511886659E+00, 0.7270495061551E+00, 0.7258694526631E+00, 0.7247786455574E+00, 0.7238549367527E+00, 0.7229843160107E+00, 0.7219013220902E+00, 0.7205450669055E+00
 0.7302296781070E+00, 0.7290797049160E+00, 0.7279374195673E+00, 0.7268157638283E+00, 0.7257807157073E+00, 0.7249081120051E+00, 0.7240861892535E+00, 0.7230555343180E+00, 0.7217566866887E+00
 0.7280345033957E+00, 0.7269367530273E+00, 0.7258467214709E+00, 0.7247768680537E+00, 0.7237912000842E+00, 0.7229630505052E+00, 0.7221832742705E+00, 0.7211998814723E+00, 0.7199553986584E+00
 0.7267680028170E+00, 0.7256955334935E+00, 0.7246310116542E+00, 0.7235870628576E+00, 0.7226264583721E+00, 0.7218207720723E+00, 0.7210622840319E+00, 0.7201038686716E+00, 0.7188898761286E+00
 0.7250289576498E+00, 0.7240126822166E+00, 0.7230025605150E+00, 0.7220104656150E+00, 0.7210980814406E+00, 0.7203361546752E+00, 0.7196190866418E+00, 0.7187032792921E+00, 0.7175322004524E+00
 0.7242384864774E+00, 0.7232516457591E+00, 0.7222691489676E+00, 0.7213028624135E+00, 0.7204144917512E+00, 0.7196751742979E+00, 0.7189797040453E+00, 0.7180839330866E+00, 0.7169299744559E+00
 0.7236368548997E+00, 0.7226729291470E+00, 0.7217115906531E+00, 0.7207648100211E+00, 0.7198947634009E+00, 0.7191734886114E+00, 0.7184954717824E+00, 0.7176143029634E+00, 0.7164705233753E+00
 0.7279741037371E+00, 0.7267746960692E+00, 0.7255985849768E+00, 0.7245207073735E+00, 0.7236115739558E+00, 0.7227427957884E+00, 0.7216286495816E+00, 0.7202727410891E+00, 0.7190031377463E+00
 0.7288037071668E+00, 0.7276632356458E+00, 0.7265450295988E+00, 0.7255223604948E+00, 0.7246638279233E+00, 0.7238435945901E+00, 0.7227821358664E+00, 0.7214834194639E+00, 0.7202680850800E+00
 0.7266635006419E+00, 0.7255746828775E+00, 0.7245076402462E+00, 0.7235336295260E+00, 0.7227189052973E+00, 0.7219406039482E+00, 0.7209267314425E+00, 0.7196819639614E+00, 0.7185179002410E+00
 0.7254241150813E+00, 0.7243603025892E+00, 0.7233184839769E+00, 0.7223688494772E+00, 0.7215760256893E+00, 0.7208187415852E+00, 0.7198297838147E+00, 0.7186148780590E+00, 0.7174797698796E+00
 0.7237464358058E+00, 0.7227375522253E+00, 0.7217481985812E+00, 0.7208471635959E+00, 0.7200982452210E+00, 0.7193827124747E+00, 0.7184373616407E+00, 0.7172663366938E+00, 0.7161709744797E+00
 0.7229894490030E+00, 0.7220088103460E+00, 0.7210458545350E+00, 0.7201693077048E+00, 0.7194433051819E+00, 0.7187496363706E+00, 0.7178248354114E+00, 0.7166716773299E+00, 0.7155920970433E+00
 0.7224152774513E+00, 0.7214563819337E+00, 0.7205135111998E+00, 0.7196557965112E+00, 0.7189482031421E+00, 0.7182722175620E+00, 0.7173623426518E+00, 0.7162200177181E+00, 0.7151498743075E+00
 0.7273088052049E+00, 0.7261186485602E+00, 0.7249845017259E+00, 0.7240023179339E+00, 0.7231489736337E+00, 0.7221736707756E+00, 0.7208838457508E+00, 0.7195316597534E+00, 0.7183982274839E+00
