"year","cc","dlgdp_pc","disaster","recession","normal","expansion","boom"
2007,"IRN",0.0697058806778716,NA,NA,0.0697058806778716,NA,NA
2008,"IRN",-0.00839108568819125,NA,NA,-0.00839108568819125,NA,NA
2009,"IRN",-0.0010655857547911,NA,NA,-0.0010655857547911,NA,NA
2010,"IRN",0.0459644889842803,NA,NA,0.0459644889842803,NA,NA
2011,"IRN",0.0144584697787344,NA,NA,0.0144584697787344,NA,NA
2012,"IRN",-0.0855331071394616,NA,NA,-0.0855331071394616,NA,NA
2013,"IRN",-0.0142345968297002,NA,NA,-0.0142345968297002,NA,NA
2014,"IRN",0.0327497465135225,NA,NA,0.0327497465135225,NA,NA
2015,"IRN",-0.0261108767921967,NA,NA,-0.0261108767921967,NA,NA
2016,"IRN",0.118687337080684,NA,NA,NA,0.118687337080684,NA
2017,"IRN",0.0232775388482973,NA,NA,0.0232775388482973,NA,NA
2018,"IRN",-0.0672130033088543,NA,NA,-0.0672130033088543,NA,NA
2019,"IRN",-0.077659372614077,NA,NA,-0.077659372614077,NA,NA
1960,"ISL",NA,NA,NA,NA,NA,NA
1961,"ISL",-0.0178532858709018,NA,NA,-0.0178532858709018,NA,NA
1962,"ISL",0.0644053005356766,NA,NA,NA,0.0644053005356766,NA
1963,"ISL",0.0824523744700396,NA,NA,NA,0.0824523744700396,NA
1964,"ISL",0.0795677957102623,NA,NA,NA,0.0795677957102623,NA
1965,"ISL",0.053697893089298,NA,NA,NA,0.053697893089298,NA
1966,"ISL",0.0688979553707232,NA,NA,NA,0.0688979553707232,NA
1967,"ISL",-0.0279139402400086,NA,NA,-0.0279139402400086,NA,NA
1968,"ISL",-0.066808970378661,NA,-0.066808970378661,NA,NA,NA
1969,"ISL",0.015287908125363,NA,NA,0.015287908125363,NA,NA
1970,"ISL",0.0683556851890128,NA,NA,NA,0.0683556851890128,NA
1971,"ISL",0.116075079018914,NA,NA,NA,NA,0.116075079018914
1972,"ISL",0.0474041641274383,NA,NA,NA,0.0474041641274383,NA
1973,"ISL",0.0535810239299803,NA,NA,NA,0.0535810239299803,NA
1974,"ISL",0.0435825040678017,NA,NA,NA,0.0435825040678017,NA
1975,"ISL",-0.00510907320261311,NA,NA,-0.00510907320261311,NA,NA
1976,"ISL",0.0489108517309367,NA,NA,NA,0.0489108517309367,NA
1977,"ISL",0.0785530453910945,NA,NA,NA,0.0785530453910945,NA
1978,"ISL",0.0512563391567116,NA,NA,NA,0.0512563391567116,NA
1979,"ISL",0.0395484376908946,NA,NA,NA,0.0395484376908946,NA
1980,"ISL",0.0474770263229323,NA,NA,NA,0.0474770263229323,NA
1981,"ISL",0.0317924559364675,NA,NA,0.0317924559364675,NA,NA
1982,"ISL",0.0101377933566476,NA,NA,0.0101377933566476,NA,NA
1983,"ISL",-0.0329126240753099,NA,NA,-0.0329126240753099,NA,NA
1984,"ISL",0.029130134957996,NA,NA,0.029130134957996,NA,NA
1985,"ISL",0.0210676208798075,NA,NA,0.0210676208798075,NA,NA
1986,"ISL",0.0507487902559502,NA,NA,NA,0.0507487902559502,NA
1987,"ISL",0.0734868961703925,NA,NA,NA,0.0734868961703925,NA
1988,"ISL",-0.0116981204474276,NA,NA,-0.0116981204474276,NA,NA
1989,"ISL",-0.00796912933976357,NA,NA,-0.00796912933976357,NA,NA
1990,"ISL",0.00126100556616482,NA,NA,0.00126100556616482,NA,NA
1991,"ISL",-0.0122312403644146,NA,NA,-0.0122312403644146,NA,NA
1992,"ISL",-0.0431247878554735,NA,-0.0431247878554735,NA,NA,NA
1993,"ISL",0.00347202781744738,NA,NA,0.00347202781744738,NA,NA
1994,"ISL",0.0263895154772642,NA,NA,0.0263895154772642,NA,NA
1995,"ISL",-0.00815269981699474,NA,NA,-0.00815269981699474,NA,NA
1996,"ISL",0.0359731006992097,NA,NA,0.0359731006992097,NA,NA
1997,"ISL",0.0476805408180774,NA,NA,NA,0.0476805408180774,NA
1998,"ISL",0.0608917011602697,NA,NA,NA,0.0608917011602697,NA
1999,"ISL",0.0307927148655933,NA,NA,0.0307927148655933,NA,NA
2000,"ISL",0.0393220012689666,NA,NA,NA,0.0393220012689666,NA
2001,"ISL",0.0299095403631235,NA,NA,0.0299095403631235,NA,NA
2002,"ISL",-0.00173457913001707,NA,NA,-0.00173457913001707,NA,NA
2003,"ISL",0.013365625351615,NA,NA,0.013365625351615,NA,NA
2004,"ISL",0.0687235501129988,NA,NA,NA,0.0687235501129988,NA
2005,"ISL",0.0493319361584825,NA,NA,NA,0.0493319361584825,NA
2006,"ISL",0.0358398567169427,NA,NA,0.0358398567169427,NA,NA
2007,"ISL",0.0740759515826894,NA,NA,NA,0.0740759515826894,NA
2008,"ISL",0.00130672872621984,NA,NA,0.00130672872621984,NA,NA
2009,"ISL",-0.0831273415531847,NA,-0.0831273415531847,NA,NA,NA
2010,"ISL",-0.0472187735508108,NA,-0.0472187735508108,NA,NA,NA
2011,"ISL",0.00890750154264275,NA,NA,0.00890750154264275,NA,NA
2012,"ISL",0.00618958779299472,NA,NA,0.00618958779299472,NA,NA
2013,"ISL",0.0364529975310932,NA,NA,0.0364529975310932,NA,NA
2014,"ISL",0.0164552704733198,NA,NA,0.0164552704733198,NA,NA
2015,"ISL",0.0422593428373375,NA,NA,NA,0.0422593428373375,NA
2016,"ISL",0.0599698702456464,NA,NA,NA,0.0599698702456464,NA
2017,"ISL",0.0386223239164916,NA,NA,0.0386223239164916,NA,NA
2018,"ISL",0.0309912121846601,NA,NA,0.0309912121846601,NA,NA
2019,"ISL",0.0122184799999239,NA,NA,0.0122184799999239,NA,NA
1960,"ISR",NA,NA,NA,NA,NA,NA
1961,"ISR",0.0711821639994017,NA,NA,NA,0.0711821639994017,NA
1962,"ISR",0.0551910425177233,NA,NA,NA,0.0551910425177233,NA
1963,"ISR",0.0613973228048632,NA,NA,NA,0.0613973228048632,NA
1964,"ISR",0.0589514229993311,NA,NA,NA,0.0589514229993311,NA
1965,"ISR",-0.0433093611275316,NA,-0.0433093611275316,NA,NA,NA
1966,"ISR",0.0680014892057668,NA,NA,NA,0.0680014892057668,NA
1967,"ISR",-0.00966299466872955,NA,NA,-0.00966299466872955,NA,NA
1968,"ISR",0.00315867205212106,NA,NA,0.00315867205212106,NA,NA
1969,"ISR",0.125034559979673,NA,NA,NA,NA,0.125034559979673
1970,"ISR",0.0936500984506481,NA,NA,NA,NA,0.0936500984506481
1971,"ISR",0.0765046051490117,NA,NA,NA,0.0765046051490117,NA
1972,"ISR",0.085363657388406,NA,NA,NA,NA,0.085363657388406
1973,"ISR",0.0210140755910875,NA,NA,0.0210140755910875,NA,NA
1974,"ISR",0.0309147425339735,NA,NA,0.0309147425339735,NA,NA
1975,"ISR",0.00223912933424475,NA,NA,0.00223912933424475,NA,NA
1976,"ISR",-0.0234661827560868,NA,NA,-0.0234661827560868,NA,NA
1977,"ISR",-0.014401299505946,NA,NA,-0.014401299505946,NA,NA
1978,"ISR",0.0317257580904671,NA,NA,NA,0.0317257580904671,NA
1979,"ISR",0.0398285147322572,NA,NA,NA,0.0398285147322572,NA
1980,"ISR",-0.00324313306505375,NA,NA,-0.00324313306505375,NA,NA
1981,"ISR",0.0339082529611321,NA,NA,NA,0.0339082529611321,NA
1982,"ISR",0.00289194952250238,NA,NA,0.00289194952250238,NA,NA
1983,"ISR",0.0161590999659489,NA,NA,0.0161590999659489,NA,NA
1984,"ISR",-0.00725204618582465,NA,NA,-0.00725204618582465,NA,NA
1985,"ISR",0.0233792617693962,NA,NA,0.0233792617693962,NA,NA
1986,"ISR",0.0252662730141737,NA,NA,0.0252662730141737,NA,NA
1987,"ISR",0.054276616112451,NA,NA,NA,0.054276616112451,NA
1988,"ISR",0.010987517382171,NA,NA,0.010987517382171,NA,NA
1989,"ISR",-0.0155583194987172,NA,NA,-0.0155583194987172,NA,NA
1990,"ISR",0.0454650067437263,NA,NA,NA,0.0454650067437263,NA
1991,"ISR",0.0441757553761466,NA,NA,NA,0.0441757553761466,NA
1992,"ISR",0.0405178781181574,NA,NA,NA,0.0405178781181574,NA
1993,"ISR",0.00386879845826482,NA,NA,0.00386879845826482,NA,NA
1994,"ISR",0.0372117513189945,NA,NA,NA,0.0372117513189945,NA
1995,"ISR",0.0530341140901329,NA,NA,NA,0.0530341140901329,NA
1996,"ISR",0.0205471431455573,NA,NA,0.0205471431455573,NA,NA
1997,"ISR",0.0139833215971126,NA,NA,0.0139833215971126,NA,NA
1998,"ISR",0.0179721597359224,NA,NA,0.0179721597359224,NA,NA
1999,"ISR",0.0138650762600239,NA,NA,0.0138650762600239,NA,NA
2000,"ISR",0.0662981325258165,NA,NA,NA,0.0662981325258165,NA
2001,"ISR",-0.0173790339654695,NA,NA,-0.0173790339654695,NA,NA
2002,"ISR",-0.0193403403982207,NA,NA,-0.0193403403982207,NA,NA
2003,"ISR",-0.00651835299353887,NA,NA,-0.00651835299353887,NA,NA
2004,"ISR",0.0295983443433885,NA,NA,0.0295983443433885,NA,NA
2005,"ISR",0.0202292546529039,NA,NA,0.0202292546529039,NA,NA
2006,"ISR",0.0338514966457222,NA,NA,NA,0.0338514966457222,NA
2007,"ISR",0.0348393981733859,NA,NA,NA,0.0348393981733859,NA
2008,"ISR",0.00777963708438989,NA,NA,0.00777963708438989,NA,NA
2009,"ISR",-0.0135204706313321,NA,NA,-0.0135204706313321,NA,NA
2010,"ISR",0.0332827278240464,NA,NA,NA,0.0332827278240464,NA
2011,"ISR",0.0290843171470716,NA,NA,0.0290843171470716,NA,NA
2012,"ISR",0.00651205032368818,NA,NA,0.00651205032368818,NA,NA
2013,"ISR",0.0265311976882556,NA,NA,0.0265311976882556,NA,NA
2014,"ISR",0.022007894964418,NA,NA,0.022007894964418,NA,NA
2015,"ISR",0.00718520125626432,NA,NA,0.00718520125626432,NA,NA
2016,"ISR",0.0230858132091287,NA,NA,0.0230858132091287,NA,NA
2017,"ISR",0.0188026129823273,NA,NA,0.0188026129823273,NA,NA
2018,"ISR",0.0174214544774325,NA,NA,0.0174214544774325,NA,NA
2019,"ISR",0.0182829871021217,NA,NA,0.0182829871021217,NA,NA
1960,"ITA",NA,NA,NA,NA,NA,NA
1961,"ITA",0.0761222780352953,NA,NA,NA,NA,0.0761222780352953
1962,"ITA",0.0547009853806815,NA,NA,NA,0.0547009853806815,NA
1963,"ITA",0.0481015116112165,NA,NA,NA,0.0481015116112165,NA
1964,"ITA",0.0193950672985093,NA,NA,0.0193950672985093,NA,NA
1965,"ITA",0.0256431573503242,NA,NA,0.0256431573503242,NA,NA
1966,"ITA",0.0532355780509666,NA,NA,NA,0.0532355780509666,NA
1967,"ITA",0.0641715003440004,NA,NA,NA,0.0641715003440004,NA
1968,"ITA",0.0598584275903622,NA,NA,NA,0.0598584275903622,NA
1969,"ITA",0.0538195036885492,NA,NA,NA,0.0538195036885492,NA
1970,"ITA",0.118410160796724,NA,NA,NA,NA,0.118410160796724
1971,"ITA",0.0111920992467807,NA,NA,0.0111920992467807,NA,NA
1972,"ITA",0.0298365732296362,NA,NA,NA,0.0298365732296362,NA
1973,"ITA",0.064188162955118,NA,NA,NA,0.064188162955118,NA
1974,"ITA",0.0485021558724039,NA,NA,NA,0.0485021558724039,NA
1975,"ITA",-0.0263490707323436,NA,NA,-0.0263490707323436,NA,NA
1976,"ITA",0.0659943350654908,NA,NA,NA,0.0659943350654908,NA
1977,"ITA",0.0211934037529011,NA,NA,0.0211934037529011,NA,NA
1978,"ITA",0.028508840902727,NA,NA,0.028508840902727,NA,NA
1979,"ITA",0.0560292140834495,NA,NA,NA,0.0560292140834495,NA
1980,"ITA",0.0311522746389139,NA,NA,NA,0.0311522746389139,NA
1981,"ITA",0.00565589474218431,NA,NA,0.00565589474218431,NA,NA
1982,"ITA",0.00166508476583971,NA,NA,0.00166508476583971,NA,NA
1983,"ITA",0.00954637029429906,NA,NA,0.00954637029429906,NA,NA
1984,"ITA",0.030481499309672,NA,NA,NA,0.030481499309672,NA
1985,"ITA",0.0266513474772345,NA,NA,0.0266513474772345,NA,NA
1986,"ITA",0.0277485517587415,NA,NA,0.0277485517587415,NA,NA
1987,"ITA",0.0314885668541065,NA,NA,NA,0.0314885668541065,NA
1988,"ITA",0.0417529648487069,NA,NA,NA,0.0417529648487069,NA
1989,"ITA",0.0336931293317302,NA,NA,NA,0.0336931293317302,NA
1990,"ITA",0.0201764301472638,NA,NA,0.0201764301472638,NA,NA
1991,"ITA",0.0146281335546052,NA,NA,0.0146281335546052,NA,NA
1992,"ITA",0.00672088873712728,NA,NA,0.00672088873712728,NA,NA
1993,"ITA",-0.00978857246804499,NA,NA,-0.00978857246804499,NA,NA
1994,"ITA",0.0212344177993378,NA,NA,0.0212344177993378,NA,NA
1995,"ITA",0.0289735805263411,NA,NA,NA,0.0289735805263411,NA
1996,"ITA",0.014605305543955,NA,NA,0.014605305543955,NA,NA
1997,"ITA",0.0211937409108796,NA,NA,0.0211937409108796,NA,NA
1998,"ITA",0.0209928324280531,NA,NA,0.0209928324280531,NA,NA
1999,"ITA",0.017820021193967,NA,NA,0.017820021193967,NA,NA
2000,"ITA",0.0372004586078853,NA,NA,NA,0.0372004586078853,NA
2001,"ITA",0.0162339828525127,NA,NA,0.0162339828525127,NA,NA
2002,"ITA",-0.00284954624970468,NA,NA,-0.00284954624970468,NA,NA
2003,"ITA",-0.00526011988751063,NA,NA,-0.00526011988751063,NA,NA
2004,"ITA",0.00751788553469113,NA,NA,0.00751788553469113,NA,NA
2005,"ITA",0.00242181873823544,NA,NA,0.00242181873823544,NA,NA
2006,"ITA",0.0133611811859202,NA,NA,0.0133611811859202,NA,NA
2007,"ITA",0.01132516836918,NA,NA,0.01132516836918,NA,NA
2008,"ITA",-0.0125490487840779,NA,NA,-0.0125490487840779,NA,NA
2009,"ITA",-0.0557502411537593,NA,-0.0557502411537593,NA,NA,NA
2010,"ITA",0.0133678412037623,NA,NA,0.0133678412037623,NA,NA
2011,"ITA",0.00261425263870452,NA,NA,0.00261425263870452,NA,NA
2012,"ITA",-0.0345141453853541,NA,-0.0345141453853541,NA,NA,NA
2013,"ITA",-0.0230987939836631,NA,NA,-0.0230987939836631,NA,NA
2014,"ITA",-0.00406435013608486,NA,NA,-0.00406435013608486,NA,NA
2015,"ITA",0.00497364785662446,NA,NA,0.00497364785662446,NA,NA
2016,"ITA",0.0115226050078301,NA,NA,0.0115226050078301,NA,NA
2017,"ITA",0.0165003630927614,NA,NA,0.0165003630927614,NA,NA
2018,"ITA",0.0102135619539825,NA,NA,0.0102135619539825,NA,NA
2019,"ITA",0.00470679078358605,NA,NA,0.00470679078358605,NA,NA
1960,"JPN",NA,NA,NA,NA,NA,NA
1961,"JPN",0.108498081244817,NA,NA,NA,NA,0.108498081244817
1962,"JPN",0.0758986838866709,NA,NA,NA,0.0758986838866709,NA
1963,"JPN",0.0768594176731616,NA,NA,NA,0.0768594176731616,NA
1964,"JPN",0.100328232180261,NA,NA,NA,NA,0.100328232180261
1965,"JPN",0.0454421771850309,NA,NA,NA,0.0454421771850309,NA
1966,"JPN",0.0924550848833614,NA,NA,NA,NA,0.0924550848833614
1967,"JPN",0.0994364483169223,NA,NA,NA,NA,0.0994364483169223
1968,"JPN",0.106627610255742,NA,NA,NA,NA,0.106627610255742
1969,"JPN",0.106389039589451,NA,NA,NA,NA,0.106389039589451
1970,"JPN",0.0904245778255084,NA,NA,NA,NA,0.0904245778255084
1971,"JPN",0.032254584182837,NA,NA,0.032254584182837,NA,NA
1972,"JPN",0.0685835277089879,NA,NA,NA,0.0685835277089879,NA
1973,"JPN",0.0650131321766902,NA,NA,NA,0.0650131321766902,NA
1974,"JPN",-0.0255458486181566,NA,NA,-0.0255458486181566,NA,NA
1975,"JPN",0.0181622772083028,NA,NA,0.0181622772083028,NA,NA
1976,"JPN",0.0281721145108558,NA,NA,0.0281721145108558,NA,NA
1977,"JPN",0.0334610945802065,NA,NA,0.0334610945802065,NA,NA
1978,"JPN",0.0431679942321421,NA,NA,NA,0.0431679942321421,NA
1979,"JPN",0.0459215247171523,NA,NA,NA,0.0459215247171523,NA
1980,"JPN",0.0198889680330379,NA,NA,0.0198889680330379,NA,NA
1981,"JPN",0.0340546850470462,NA,NA,0.0340546850470462,NA,NA
1982,"JPN",0.0255888361208461,NA,NA,0.0255888361208461,NA,NA
1983,"JPN",0.0281610207728726,NA,NA,0.0281610207728726,NA,NA
1984,"JPN",0.0384523107737715,NA,NA,NA,0.0384523107737715,NA
1985,"JPN",0.0463400430631524,NA,NA,NA,0.0463400430631524,NA
1986,"JPN",0.0279885518909115,NA,NA,0.0279885518909115,NA,NA
1987,"JPN",0.0425106670110413,NA,NA,NA,0.0425106670110413,NA
1988,"JPN",0.0634278109477544,NA,NA,NA,0.0634278109477544,NA
1989,"JPN",0.04457397309343,NA,NA,NA,0.04457397309343,NA
1990,"JPN",0.0451637713735509,NA,NA,NA,0.0451637713735509,NA
1991,"JPN",0.0306605355174014,NA,NA,0.0306605355174014,NA,NA
1992,"JPN",0.00524981248421796,NA,NA,0.00524981248421796,NA,NA
1993,"JPN",-0.0081556565736397,NA,NA,-0.0081556565736397,NA,NA
1994,"JPN",0.0071608259627598,NA,NA,0.0071608259627598,NA,NA
1995,"JPN",0.0248818222490805,NA,NA,0.0248818222490805,NA,NA
1996,"JPN",0.0287317702686023,NA,NA,0.0287317702686023,NA,NA
1997,"JPN",0.00877991304311498,NA,NA,0.00877991304311498,NA,NA
1998,"JPN",-0.0130318996328784,NA,NA,-0.0130318996328784,NA,NA
1999,"JPN",-0.00415398447389903,NA,NA,-0.00415398447389903,NA,NA
2000,"JPN",0.0261997501010391,NA,NA,0.0261997501010391,NA,NA
2001,"JPN",0.0025723556600814,NA,NA,0.0025723556600814,NA,NA
2002,"JPN",-0.000223293120914847,NA,NA,-0.000223293120914847,NA,NA
2003,"JPN",0.013971671363199,NA,NA,0.013971671363199,NA,NA
2004,"JPN",0.0208843989679453,NA,NA,0.0208843989679453,NA,NA
2005,"JPN",0.0156608119094175,NA,NA,0.0156608119094175,NA,NA
2006,"JPN",0.0134370645631348,NA,NA,0.0134370645631348,NA,NA
2007,"JPN",0.0159776254121509,NA,NA,0.0159776254121509,NA,NA
2008,"JPN",-0.0112784601615312,NA,NA,-0.0112784601615312,NA,NA
2009,"JPN",-0.0542858656073881,NA,-0.0542858656073881,NA,NA,NA
2010,"JPN",0.0420214002778689,NA,NA,NA,0.0420214002778689,NA
2011,"JPN",-0.00081699620146336,NA,NA,-0.00081699620146336,NA,NA
2012,"JPN",0.0155467738731851,NA,NA,0.0155467738731851,NA,NA
2013,"JPN",0.0208721184474168,NA,NA,0.0208721184474168,NA,NA
2014,"JPN",0.00488710868283126,NA,NA,0.00488710868283126,NA,NA
2015,"JPN",0.0136805653039089,NA,NA,0.0136805653039089,NA,NA
2016,"JPN",0.00696512414401984,NA,NA,0.00696512414401984,NA,NA
2017,"JPN",0.0237705671467296,NA,NA,0.0237705671467296,NA,NA
2018,"JPN",0.00560237294371846,NA,NA,0.00560237294371846,NA,NA
2019,"JPN",0.00943457501691403,NA,NA,0.00943457501691403,NA,NA
1960,"KOR",NA,NA,NA,NA,NA,NA
1961,"KOR",0.0112445235175,NA,NA,0.0112445235175,NA,NA
1962,"KOR",-0.00799856586075809,NA,NA,-0.00799856586075809,NA,NA
1963,"KOR",0.0465847764254381,NA,NA,NA,0.0465847764254381,NA
1964,"KOR",0.0492352614200389,NA,NA,NA,0.0492352614200389,NA
1965,"KOR",0.0236990686013525,NA,NA,0.0236990686013525,NA,NA
1966,"KOR",0.0864208261878112,NA,NA,NA,0.0864208261878112,NA
1967,"KOR",0.0313518990920931,NA,NA,0.0313518990920931,NA,NA
1968,"KOR",0.0808668215318453,NA,NA,NA,0.0808668215318453,NA
1969,"KOR",0.117684490553187,NA,NA,NA,NA,0.117684490553187
1970,"KOR",0.06068918515894,NA,NA,NA,0.06068918515894,NA
1971,"KOR",0.0834125049814955,NA,NA,NA,0.0834125049814955,NA
1972,"KOR",0.0511592706140589,NA,NA,NA,0.0511592706140589,NA
1973,"KOR",0.1271983827995,NA,NA,NA,NA,0.1271983827995
1974,"KOR",0.0753828387194873,NA,NA,NA,0.0753828387194873,NA
1975,"KOR",0.0601781410247813,NA,NA,NA,0.0601781410247813,NA
1976,"KOR",0.114467763508679,NA,NA,NA,NA,0.114467763508679
1977,"KOR",0.106932717573849,NA,NA,NA,NA,0.106932717573849
1978,"KOR",0.0940300213561582,NA,NA,NA,0.0940300213561582,NA
1979,"KOR",0.0716729338102089,NA,NA,NA,0.0716729338102089,NA
1980,"KOR",-0.0302692164823604,NA,NA,-0.0302692164823604,NA,NA
1981,"KOR",0.056995926964611,NA,NA,NA,0.056995926964611,NA
1982,"KOR",0.0675366303739648,NA,NA,NA,0.0675366303739648,NA
1983,"KOR",0.117429609877277,NA,NA,NA,NA,0.117429609877277
1984,"KOR",0.0904702569111255,NA,NA,NA,0.0904702569111255,NA
1985,"KOR",0.0649584477832463,NA,NA,NA,0.0649584477832463,NA
1986,"KOR",0.100843190500844,NA,NA,NA,NA,0.100843190500844
1987,"KOR",0.115840739444421,NA,NA,NA,NA,0.115840739444421
1988,"KOR",0.109230878837894,NA,NA,NA,NA,0.109230878837894
1989,"KOR",0.0605351943524317,NA,NA,NA,0.0605351943524317,NA
1990,"KOR",0.0878379325454171,NA,NA,NA,0.0878379325454171,NA
1991,"KOR",0.09616646213027,NA,NA,NA,NA,0.09616646213027
1992,"KOR",0.0504805220631448,NA,NA,NA,0.0504805220631448,NA
1993,"KOR",0.0570392930836536,NA,NA,NA,0.0570392930836536,NA
1994,"KOR",0.0808614685278652,NA,NA,NA,0.0808614685278652,NA
1995,"KOR",0.0847117035411507,NA,NA,NA,0.0847117035411507,NA
1996,"KOR",0.0680946297552207,NA,NA,NA,0.0680946297552207,NA
1997,"KOR",0.0514775644067311,NA,NA,NA,0.0514775644067311,NA
1998,"KOR",-0.0599355914996996,NA,-0.0599355914996996,NA,NA,NA
1999,"KOR",0.105274812846518,NA,NA,NA,NA,0.105274812846518
2000,"KOR",0.0822689917074559,NA,NA,NA,0.0822689917074559,NA
2001,"KOR",0.0413373548761118,NA,NA,NA,0.0413373548761118,NA
2002,"KOR",0.0706683240547219,NA,NA,NA,0.0706683240547219,NA
2003,"KOR",0.0258871848010429,NA,NA,0.0258871848010429,NA,NA
2004,"KOR",0.0469291901259208,NA,NA,NA,0.0469291901259208,NA
2005,"KOR",0.0386384498256922,NA,NA,NA,0.0386384498256922,NA
2006,"KOR",0.0487803746809761,NA,NA,NA,0.0487803746809761,NA
2007,"KOR",0.054664894647376,NA,NA,NA,0.054664894647376,NA
2008,"KOR",0.0270374508131883,NA,NA,0.0270374508131883,NA,NA
2009,"KOR",0.00455669861833607,NA,NA,0.00455669861833607,NA,NA
2010,"KOR",0.0637762542176405,NA,NA,NA,0.0637762542176405,NA
2011,"KOR",0.0318475215781167,NA,NA,0.0318475215781167,NA,NA
2012,"KOR",0.0184105900745757,NA,NA,0.0184105900745757,NA,NA
2013,"KOR",0.0258054997907013,NA,NA,0.0258054997907013,NA,NA
2014,"KOR",0.0266777857278453,NA,NA,0.0266777857278453,NA,NA
2015,"KOR",0.0237381190971215,NA,NA,0.0237381190971215,NA,NA
2016,"KOR",0.0262306963024368,NA,NA,0.0262306963024368,NA,NA
2017,"KOR",0.0293157246279221,NA,NA,0.0293157246279221,NA,NA
2018,"KOR",0.0275600448148912,NA,NA,0.0275600448148912,NA,NA
2019,"KOR",0.0193257589442921,NA,NA,0.0193257589442921,NA,NA
1960,"LUX",NA,NA,NA,NA,NA,NA
1961,"LUX",0.0257327063075583,NA,NA,0.0257327063075583,NA,NA
1962,"LUX",0.000180702373621333,NA,NA,0.000180702373621333,NA,NA
1963,"LUX",0.00894189399686418,NA,NA,0.00894189399686418,NA,NA
1964,"LUX",0.077904703089871,NA,NA,NA,0.077904703089871,NA
1965,"LUX",0.00589105738080908,NA,NA,0.00589105738080908,NA,NA
1966,"LUX",0.004667240154689,NA,NA,0.004667240154689,NA,NA
1967,"LUX",0.00447140648055977,NA,NA,0.00447140648055977,NA,NA
1968,"LUX",0.0495620259979239,NA,NA,NA,0.0495620259979239,NA
1969,"LUX",0.102191619611106,NA,NA,NA,NA,0.102191619611106
1970,"LUX",0.00586118482514664,NA,NA,0.00586118482514664,NA,NA
1971,"LUX",0.0189984018808098,NA,NA,0.0189984018808098,NA,NA
1972,"LUX",0.0570953163621495,NA,NA,NA,0.0570953163621495,NA
1973,"LUX",0.0735762574415944,NA,NA,NA,0.0735762574415944,NA
1974,"LUX",0.0331749290440093,NA,NA,0.0331749290440093,NA,NA
1975,"LUX",-0.0730880208473274,NA,-0.0730880208473274,NA,NA,NA
1976,"LUX",0.0179213089655095,NA,NA,0.0179213089655095,NA,NA
1977,"LUX",0.00889557054070256,NA,NA,0.00889557054070256,NA,NA
1978,"LUX",0.0346824833773418,NA,NA,NA,0.0346824833773418,NA
1979,"LUX",0.0186150483530416,NA,NA,0.0186150483530416,NA,NA
1980,"LUX",0.00494896046309434,NA,NA,0.00494896046309434,NA,NA
1981,"LUX",-0.00753508537035652,NA,NA,-0.00753508537035652,NA,NA
1982,"LUX",0.0104348399633929,NA,NA,0.0104348399633929,NA,NA
1983,"LUX",0.0293072267190413,NA,NA,0.0293072267190413,NA,NA
1984,"LUX",0.0604470270623356,NA,NA,NA,0.0604470270623356,NA
1985,"LUX",0.0248659520107379,NA,NA,0.0248659520107379,NA,NA
1986,"LUX",0.0945230733079787,NA,NA,NA,NA,0.0945230733079787
1987,"LUX",0.0327530227341108,NA,NA,0.0327530227341108,NA,NA
1988,"LUX",0.0758193039489969,NA,NA,NA,0.0758193039489969,NA
1989,"LUX",0.0875504097042352,NA,NA,NA,NA,0.0875504097042352
1990,"LUX",0.0419305571833855,NA,NA,NA,0.0419305571833855,NA
1991,"LUX",0.0736161676128322,NA,NA,NA,0.0736161676128322,NA
1992,"LUX",0.00507990116100498,NA,NA,0.00507990116100498,NA,NA
1993,"LUX",0.0277842827996573,NA,NA,0.0277842827996573,NA,NA
1994,"LUX",0.0237028610800123,NA,NA,0.0237028610800123,NA,NA
1995,"LUX",0.000116733749706777,NA,NA,0.000116733749706777,NA,NA
1996,"LUX",-0.000442311859857103,NA,NA,-0.000442311859857103,NA,NA
1997,"LUX",0.0420577116357153,NA,NA,NA,0.0420577116357153,NA
1998,"LUX",0.0458559497843962,NA,NA,NA,0.0458559497843962,NA
1999,"LUX",0.0711536510933568,NA,NA,NA,0.0711536510933568,NA
2000,"LUX",0.0703826643434584,NA,NA,NA,0.0703826643434584,NA
2001,"LUX",0.0157817150197739,NA,NA,0.0157817150197739,NA,NA
2002,"LUX",0.0299401442116207,NA,NA,0.0299401442116207,NA,NA
2003,"LUX",0.00812284091036664,NA,NA,0.00812284091036664,NA,NA
2004,"LUX",0.0258092793035576,NA,NA,0.0258092793035576,NA,NA
2005,"LUX",0.0181519075126766,NA,NA,0.0181519075126766,NA,NA
2006,"LUX",0.0342373744733293,NA,NA,NA,0.0342373744733293,NA
2007,"LUX",0.0623156507833882,NA,NA,NA,0.0623156507833882,NA
2008,"LUX",-0.0341301000547212,NA,-0.0341301000547212,NA,NA,NA
2009,"LUX",-0.0650094339592243,NA,-0.0650094339592243,NA,NA,NA
2010,"LUX",0.0251902960872175,NA,NA,0.0251902960872175,NA,NA
2011,"LUX",0.0028470806671248,NA,NA,0.0028470806671248,NA,NA
2012,"LUX",-0.0252057899154483,NA,NA,-0.0252057899154483,NA,NA
2013,"LUX",0.014185542564491,NA,NA,0.014185542564491,NA,NA
2014,"LUX",0.0204802220023925,NA,NA,0.0204802220023925,NA,NA
