"year","cc","dlgdp_pc","disaster","recession","normal","expansion","boom"
1987,"CYP",0.0589776029838827,NA,NA,0.0589776029838827,NA,NA
1988,"CYP",0.0714125275027109,NA,NA,NA,0.0714125275027109,NA
1989,"CYP",0.0652598711477639,NA,NA,NA,0.0652598711477639,NA
1990,"CYP",0.055344639312966,NA,NA,0.055344639312966,NA,NA
1991,"CYP",-0.0194836789868519,NA,NA,-0.0194836789868519,NA,NA
1992,"CYP",0.0661663979648537,NA,NA,NA,0.0661663979648537,NA
1993,"CYP",-0.0174597302890387,NA,NA,-0.0174597302890387,NA,NA
1994,"CYP",0.0359249255937626,NA,NA,0.0359249255937626,NA,NA
1995,"CYP",0.0794745313338223,NA,NA,NA,0.0794745313338223,NA
1996,"CYP",-0.00314670740727085,NA,NA,-0.00314670740727085,NA,NA
1997,"CYP",0.0118669084796972,NA,NA,0.0118669084796972,NA,NA
1998,"CYP",0.0478213786678985,NA,NA,0.0478213786678985,NA,NA
1999,"CYP",0.0385094637533565,NA,NA,0.0385094637533565,NA,NA
2000,"CYP",0.0486552259276984,NA,NA,0.0486552259276984,NA,NA
2001,"CYP",0.0281122959929854,NA,NA,0.0281122959929854,NA,NA
2002,"CYP",0.0250920990201438,NA,NA,0.0250920990201438,NA,NA
2003,"CYP",0.0144614723266223,NA,NA,0.0144614723266223,NA,NA
2004,"CYP",0.0356283997839859,NA,NA,0.0356283997839859,NA,NA
2005,"CYP",0.0335367446128025,NA,NA,0.0335367446128025,NA,NA
2006,"CYP",0.0298154359786669,NA,NA,0.0298154359786669,NA,NA
2007,"CYP",0.0288365171110658,NA,NA,0.0288365171110658,NA,NA
2008,"CYP",0.0107699129519589,NA,NA,0.0107699129519589,NA,NA
2009,"CYP",-0.0461104096308118,NA,NA,-0.0461104096308118,NA,NA
2010,"CYP",-0.00618301575852254,NA,NA,-0.00618301575852254,NA,NA
2011,"CYP",-0.0212791951920875,NA,NA,-0.0212791951920875,NA,NA
2012,"CYP",-0.0490678685379716,NA,NA,-0.0490678685379716,NA,NA
2013,"CYP",-0.0633492364377196,NA,-0.0633492364377196,NA,NA,NA
2014,"CYP",-0.00778647132638888,NA,NA,-0.00778647132638888,NA,NA
2015,"CYP",0.0396101347524329,NA,NA,0.0396101347524329,NA,NA
2016,"CYP",0.0625749005003415,NA,NA,NA,0.0625749005003415,NA
2017,"CYP",0.0397014977954362,NA,NA,0.0397014977954362,NA,NA
2018,"CYP",0.0321818014968844,NA,NA,0.0321818014968844,NA,NA
2019,"CYP",0.0242820839501672,NA,NA,0.0242820839501672,NA,NA
1960,"CZE",NA,NA,NA,NA,NA,NA
1961,"CZE",NA,NA,NA,NA,NA,NA
1962,"CZE",NA,NA,NA,NA,NA,NA
1963,"CZE",NA,NA,NA,NA,NA,NA
1964,"CZE",NA,NA,NA,NA,NA,NA
1965,"CZE",NA,NA,NA,NA,NA,NA
1966,"CZE",NA,NA,NA,NA,NA,NA
1967,"CZE",NA,NA,NA,NA,NA,NA
1968,"CZE",NA,NA,NA,NA,NA,NA
1969,"CZE",NA,NA,NA,NA,NA,NA
1970,"CZE",NA,NA,NA,NA,NA,NA
1971,"CZE",NA,NA,NA,NA,NA,NA
1972,"CZE",NA,NA,NA,NA,NA,NA
1973,"CZE",NA,NA,NA,NA,NA,NA
1974,"CZE",NA,NA,NA,NA,NA,NA
1975,"CZE",NA,NA,NA,NA,NA,NA
1976,"CZE",NA,NA,NA,NA,NA,NA
1977,"CZE",NA,NA,NA,NA,NA,NA
1978,"CZE",NA,NA,NA,NA,NA,NA
1979,"CZE",NA,NA,NA,NA,NA,NA
1980,"CZE",NA,NA,NA,NA,NA,NA
1981,"CZE",NA,NA,NA,NA,NA,NA
1982,"CZE",NA,NA,NA,NA,NA,NA
1983,"CZE",NA,NA,NA,NA,NA,NA
1984,"CZE",NA,NA,NA,NA,NA,NA
1985,"CZE",NA,NA,NA,NA,NA,NA
1986,"CZE",NA,NA,NA,NA,NA,NA
1987,"CZE",NA,NA,NA,NA,NA,NA
1988,"CZE",NA,NA,NA,NA,NA,NA
1989,"CZE",NA,NA,NA,NA,NA,NA
1990,"CZE",NA,NA,NA,NA,NA,NA
1991,"CZE",-0.116625921210965,-0.116625921210965,NA,NA,NA,NA
1992,"CZE",-0.00569739534694558,NA,NA,-0.00569739534694558,NA,NA
1993,"CZE",7.21634656770664e-05,NA,NA,7.21634656770664e-05,NA,NA
1994,"CZE",0.0288666892764333,NA,NA,0.0288666892764333,NA,NA
1995,"CZE",0.0652935913512334,NA,NA,NA,0.0652935913512334,NA
1996,"CZE",0.0434484156306256,NA,NA,NA,0.0434484156306256,NA
1997,"CZE",-0.00403151111341882,NA,NA,-0.00403151111341882,NA,NA
1998,"CZE",-0.00210895580802017,NA,NA,-0.00210895580802017,NA,NA
1999,"CZE",0.0154976076767728,NA,NA,0.0154976076767728,NA,NA
2000,"CZE",0.0417325079851005,NA,NA,NA,0.0417325079851005,NA
2001,"CZE",0.0322722267838458,NA,NA,0.0322722267838458,NA,NA
2002,"CZE",0.0175557987194679,NA,NA,0.0175557987194679,NA,NA
2003,"CZE",0.0371647094661749,NA,NA,NA,0.0371647094661749,NA
2004,"CZE",0.0481115772574161,NA,NA,NA,0.0481115772574161,NA
2005,"CZE",0.0640698918878519,NA,NA,NA,0.0640698918878519,NA
2006,"CZE",0.063476240740538,NA,NA,NA,0.063476240740538,NA
2007,"CZE",0.0496974171023068,NA,NA,NA,0.0496974171023068,NA
2008,"CZE",0.0201931100128989,NA,NA,0.0201931100128989,NA,NA
2009,"CZE",-0.0522902867883214,NA,-0.0522902867883214,NA,NA,NA
2010,"CZE",0.0196472797144891,NA,NA,0.0196472797144891,NA,NA
2011,"CZE",0.0147145268756159,NA,NA,0.0147145268756159,NA,NA
2012,"CZE",-0.00923550287659147,NA,NA,-0.00923550287659147,NA,NA
2013,"CZE",-0.000953833412519312,NA,NA,-0.000953833412519312,NA,NA
2014,"CZE",0.0221794168991714,NA,NA,0.0221794168991714,NA,NA
2015,"CZE",0.0528609070149328,NA,NA,NA,0.0528609070149328,NA
2016,"CZE",0.0236868957729199,NA,NA,0.0236868957729199,NA,NA
2017,"CZE",0.0494953706115007,NA,NA,NA,0.0494953706115007,NA
2018,"CZE",0.029429169149815,NA,NA,0.029429169149815,NA,NA
2019,"CZE",0.0211001868032556,NA,NA,0.0211001868032556,NA,NA
1960,"DEU",NA,NA,NA,NA,NA,NA
1961,"DEU",0.0412767109685261,NA,NA,NA,0.0412767109685261,NA
1962,"DEU",0.0385104391078199,NA,NA,NA,0.0385104391078199,NA
1963,"DEU",0.0182680628175103,NA,NA,0.0182680628175103,NA,NA
1964,"DEU",0.0529427353824319,NA,NA,NA,NA,0.0529427353824319
1965,"DEU",0.0499601193928569,NA,NA,NA,0.0499601193928569,NA
1966,"DEU",0.0161976037653648,NA,NA,0.0161976037653648,NA,NA
1967,"DEU",-0.00659491519166422,NA,NA,-0.00659491519166422,NA,NA
1968,"DEU",0.0477115596821291,NA,NA,NA,0.0477115596821291,NA
1969,"DEU",0.0677147317845657,NA,NA,NA,NA,0.0677147317845657
1970,"DEU",0.0434912649066781,NA,NA,NA,0.0434912649066781,NA
1971,"DEU",0.0285577878836403,NA,NA,NA,0.0285577878836403,NA
1972,"DEU",0.0415244991430743,NA,NA,NA,0.0415244991430743,NA
1973,"DEU",0.0473681362060969,NA,NA,NA,0.0473681362060969,NA
1974,"DEU",0.00919025550290864,NA,NA,0.00919025550290864,NA,NA
1975,"DEU",-0.00799139386379133,NA,NA,-0.00799139386379133,NA,NA
1976,"DEU",0.0504824692406043,NA,NA,NA,0.0504824692406043,NA
1977,"DEU",0.0347121209737438,NA,NA,NA,0.0347121209737438,NA
1978,"DEU",0.0315759664307129,NA,NA,NA,0.0315759664307129,NA
1979,"DEU",0.043301812438163,NA,NA,NA,0.043301812438163,NA
1980,"DEU",0.0160970128931206,NA,NA,0.0160970128931206,NA,NA
1981,"DEU",0.00754794428787298,NA,NA,0.00754794428787298,NA,NA
1982,"DEU",-0.00162417845334029,NA,NA,-0.00162417845334029,NA,NA
1983,"DEU",0.0177590518383839,NA,NA,0.0177590518383839,NA,NA
1984,"DEU",0.029393105143636,NA,NA,NA,0.029393105143636,NA
1985,"DEU",0.0231569422686189,NA,NA,NA,0.0231569422686189,NA
1986,"DEU",0.021367356643651,NA,NA,NA,0.021367356643651,NA
1987,"DEU",0.0112974064140594,NA,NA,0.0112974064140594,NA,NA
1988,"DEU",0.0332079079552021,NA,NA,NA,0.0332079079552021,NA
1989,"DEU",0.0343060128442019,NA,NA,NA,0.0343060128442019,NA
1990,"DEU",0.0473084163170445,NA,NA,NA,0.0473084163170445,NA
1991,"DEU",0.0453063866114842,NA,NA,NA,0.0453063866114842,NA
1992,"DEU",0.0132103040686566,NA,NA,0.0132103040686566,NA,NA
1993,"DEU",-0.0154984301184784,NA,NA,-0.0154984301184784,NA,NA
1994,"DEU",0.0187965871196714,NA,NA,0.0187965871196714,NA,NA
1995,"DEU",0.0116154140016098,NA,NA,0.0116154140016098,NA,NA
1996,"DEU",0.00576493547188228,NA,NA,0.00576493547188228,NA,NA
1997,"DEU",0.0169763714915394,NA,NA,0.0169763714915394,NA,NA
1998,"DEU",0.0200965158947777,NA,NA,0.0200965158947777,NA,NA
1999,"DEU",0.0190321025433329,NA,NA,0.0190321025433329,NA,NA
2000,"DEU",0.0289864974356437,NA,NA,NA,0.0289864974356437,NA
2001,"DEU",0.0161531174878706,NA,NA,0.0161531174878706,NA,NA
2002,"DEU",-0.00297408815962552,NA,NA,-0.00297408815962552,NA,NA
2003,"DEU",-0.00796547651867652,NA,NA,-0.00796547651867652,NA,NA
2004,"DEU",0.0113530721030559,NA,NA,0.0113530721030559,NA,NA
2005,"DEU",0.0078569151155381,NA,NA,0.0078569151155381,NA,NA
2006,"DEU",0.0398275116224183,NA,NA,NA,0.0398275116224183,NA
2007,"DEU",0.0322274888037704,NA,NA,NA,0.0322274888037704,NA
2008,"DEU",0.0122400415416049,NA,NA,0.0122400415416049,NA,NA
2009,"DEU",-0.0550057730908262,-0.0550057730908262,NA,NA,NA,NA
2010,"DEU",0.0427393516848658,NA,NA,NA,0.0427393516848658,NA
2011,"DEU",0.0388838626241879,NA,NA,NA,0.0388838626241879,NA
2012,"DEU",0.00273409932466273,NA,NA,0.00273409932466273,NA,NA
2013,"DEU",0.0018797566651727,NA,NA,0.0018797566651727,NA,NA
2014,"DEU",0.018631876980598,NA,NA,0.018631876980598,NA,NA
2015,"DEU",0.0107370014856318,NA,NA,0.0107370014856318,NA,NA
2016,"DEU",0.0172458124878625,NA,NA,0.0172458124878625,NA,NA
2017,"DEU",0.0202522928855331,NA,NA,0.0202522928855331,NA,NA
2018,"DEU",0.00700273848790767,NA,NA,0.00700273848790767,NA,NA
2019,"DEU",0.000827198489796066,NA,NA,0.000827198489796066,NA,NA
1960,"DNK",NA,NA,NA,NA,NA,NA
1961,"DNK",0.0587304619859081,NA,NA,NA,NA,0.0587304619859081
1962,"DNK",0.0528858475960403,NA,NA,NA,0.0528858475960403,NA
1963,"DNK",0.00403218570306563,NA,NA,0.00403218570306563,NA,NA
1964,"DNK",0.0762866410520247,NA,NA,NA,NA,0.0762866410520247
1965,"DNK",0.0322856372520488,NA,NA,NA,0.0322856372520488,NA
1966,"DNK",0.026850083425737,NA,NA,NA,0.026850083425737,NA
1967,"DNK",0.0482771069270176,NA,NA,NA,0.0482771069270176,NA
1968,"DNK",0.0497610136312006,NA,NA,NA,0.0497610136312006,NA
1969,"DNK",0.0594788790000731,NA,NA,NA,NA,0.0594788790000731
1970,"DNK",0.00770790296007706,NA,NA,0.00770790296007706,NA,NA
1971,"DNK",0.0237141933779053,NA,NA,NA,0.0237141933779053,NA
1972,"DNK",0.0332990932460822,NA,NA,NA,0.0332990932460822,NA
1973,"DNK",0.0353893539269858,NA,NA,NA,0.0353893539269858,NA
1974,"DNK",-0.0159647891448582,NA,NA,-0.0159647891448582,NA,NA
1975,"DNK",-0.0187133338260613,NA,NA,-0.0187133338260613,NA,NA
1976,"DNK",0.0553814191050157,NA,NA,NA,0.0553814191050157,NA
1977,"DNK",0.0155494791633279,NA,NA,0.0155494791633279,NA,NA
1978,"DNK",0.0197332726336952,NA,NA,0.0197332726336952,NA,NA
1979,"DNK",0.0368607403307641,NA,NA,NA,0.0368607403307641,NA
1980,"DNK",-0.00584720616726309,NA,NA,-0.00584720616726309,NA,NA
1981,"DNK",-0.00692358230447165,NA,NA,-0.00692358230447165,NA,NA
1982,"DNK",0.037240976192513,NA,NA,NA,0.037240976192513,NA
1983,"DNK",0.026710490057442,NA,NA,NA,0.026710490057442,NA
1984,"DNK",0.042384046486075,NA,NA,NA,0.042384046486075,NA
1985,"DNK",0.0404060891515934,NA,NA,NA,0.0404060891515934,NA
1986,"DNK",0.0489574757509306,NA,NA,NA,0.0489574757509306,NA
1987,"DNK",0.00202905542612664,NA,NA,0.00202905542612664,NA,NA
1988,"DNK",-0.00114420859924347,NA,NA,-0.00114420859924347,NA,NA
1989,"DNK",0.0048983482225553,NA,NA,0.0048983482225553,NA,NA
1990,"DNK",0.0126298229647581,NA,NA,0.0126298229647581,NA,NA
1991,"DNK",0.0112235477444262,NA,NA,0.0112235477444262,NA,NA
1992,"DNK",0.0162695431618523,NA,NA,0.0162695431618523,NA,NA
1993,"DNK",-0.00357182982781556,NA,NA,-0.00357182982781556,NA,NA
1994,"DNK",0.0491623122962035,NA,NA,NA,0.0491623122962035,NA
1995,"DNK",0.0260687833027275,NA,NA,NA,0.0260687833027275,NA
1996,"DNK",0.0246620499303589,NA,NA,NA,0.0246620499303589,NA
1997,"DNK",0.0281379894616967,NA,NA,NA,0.0281379894616967,NA
1998,"DNK",0.0178099713394786,NA,NA,0.0178099713394786,NA,NA
1999,"DNK",0.0253413149903909,NA,NA,NA,0.0253413149903909,NA
2000,"DNK",0.0336969737378732,NA,NA,NA,0.0336969737378732,NA
2001,"DNK",0.0050574127255214,NA,NA,0.0050574127255214,NA,NA
2002,"DNK",0.00190735488434646,NA,NA,0.00190735488434646,NA,NA
2003,"DNK",0.00126058676813279,NA,NA,0.00126058676813279,NA,NA
2004,"DNK",0.0236808865731526,NA,NA,NA,0.0236808865731526,NA
2005,"DNK",0.0197914144181668,NA,NA,0.0197914144181668,NA,NA
2006,"DNK",0.0348192883864267,NA,NA,NA,0.0348192883864267,NA
2007,"DNK",0.00436334733073185,NA,NA,0.00436334733073185,NA,NA
2008,"DNK",-0.0101524311519008,NA,NA,-0.0101524311519008,NA,NA
2009,"DNK",-0.0539966261428775,NA,-0.0539966261428775,NA,NA,NA
2010,"DNK",0.0134913246670618,NA,NA,0.0134913246670618,NA,NA
2011,"DNK",0.00826103849689641,NA,NA,0.00826103849689641,NA,NA
2012,"DNK",-0.00272349121407611,NA,NA,-0.00272349121407611,NA,NA
2013,"DNK",0.00445671038114304,NA,NA,0.00445671038114304,NA,NA
2014,"DNK",0.01152008450927,NA,NA,0.01152008450927,NA,NA
2015,"DNK",0.0190186396243086,NA,NA,0.0190186396243086,NA,NA
2016,"DNK",0.0283642035972422,NA,NA,NA,0.0283642035972422,NA
2017,"DNK",0.024464092515402,NA,NA,NA,0.024464092515402,NA
2018,"DNK",0.018230077850194,NA,NA,0.018230077850194,NA,NA
2019,"DNK",0.0249758175842543,NA,NA,NA,0.0249758175842543,NA
1960,"EGY",NA,NA,NA,NA,NA,NA
1961,"EGY",0.0235159604667909,NA,NA,0.0235159604667909,NA,NA
1962,"EGY",-0.00330263668550557,NA,NA,-0.00330263668550557,NA,NA
1963,"EGY",0.0094753122838529,NA,NA,0.0094753122838529,NA,NA
1964,"EGY",0.145756594783176,NA,NA,NA,NA,0.145756594783176
1965,"EGY",0.0249213471868297,NA,NA,0.0249213471868297,NA,NA
1966,"EGY",-0.0262166220605285,NA,NA,-0.0262166220605285,NA,NA
1967,"EGY",-0.0304549041296051,NA,NA,-0.0304549041296051,NA,NA
1968,"EGY",0.033502082968397,NA,NA,0.033502082968397,NA,NA
1969,"EGY",0.0609472307193824,NA,NA,NA,0.0609472307193824,NA
1970,"EGY",0.166920552478392,NA,NA,NA,NA,0.166920552478392
1971,"EGY",0.0110311414765976,NA,NA,0.0110311414765976,NA,NA
1972,"EGY",0.0158009242628248,NA,NA,0.0158009242628248,NA,NA
1973,"EGY",-0.0146161267013885,NA,NA,-0.0146161267013885,NA,NA
1974,"EGY",0.00279706240664312,NA,NA,0.00279706240664312,NA,NA
1975,"EGY",0.0279539784249347,NA,NA,0.0279539784249347,NA,NA
1976,"EGY",0.111882820692003,NA,NA,NA,NA,0.111882820692003
1977,"EGY",0.0536229026227604,NA,NA,NA,0.0536229026227604,NA
1978,"EGY",0.0544474012606282,NA,NA,NA,0.0544474012606282,NA
1979,"EGY",0.0770410807004687,NA,NA,NA,0.0770410807004687,NA
1980,"EGY",0.0730653157358605,NA,NA,NA,0.0730653157358605,NA
1981,"EGY",0.012064764376764,NA,NA,0.012064764376764,NA,NA
1982,"EGY",0.0715780642589401,NA,NA,NA,0.0715780642589401,NA
1983,"EGY",0.127209798249999,NA,NA,NA,NA,0.127209798249999
1984,"EGY",0.073501570459418,NA,NA,NA,0.073501570459418,NA
1985,"EGY",0.0395576953513535,NA,NA,NA,0.0395576953513535,NA
1986,"EGY",-0.00714702101175979,NA,NA,-0.00714702101175979,NA,NA
1987,"EGY",0.0497848314750589,NA,NA,NA,0.0497848314750589,NA
1988,"EGY",0.0252511913108584,NA,NA,0.0252511913108584,NA,NA
1989,"EGY",0.0313239756151555,NA,NA,0.0313239756151555,NA,NA
1990,"EGY",0.0327891402805556,NA,NA,0.0327891402805556,NA,NA
1991,"EGY",0.0297477474097052,NA,NA,0.0297477474097052,NA,NA
1992,"EGY",0.0440482648432898,NA,NA,NA,0.0440482648432898,NA
1993,"EGY",0.00797272673463345,NA,NA,0.00797272673463345,NA,NA
1994,"EGY",0.0188056787967252,NA,NA,0.0188056787967252,NA,NA
1995,"EGY",0.0248069978943581,NA,NA,0.0248069978943581,NA,NA
1996,"EGY",0.0302263292854401,NA,NA,0.0302263292854401,NA,NA
1997,"EGY",0.0339302378070248,NA,NA,0.0339302378070248,NA,NA
1998,"EGY",0.0196874184181102,NA,NA,0.0196874184181102,NA,NA
1999,"EGY",0.0404269226670551,NA,NA,NA,0.0404269226670551,NA
2000,"EGY",0.0336851435436243,NA,NA,0.0336851435436243,NA,NA
2001,"EGY",0.0157454679608737,NA,NA,0.0157454679608737,NA,NA
2002,"EGY",0.0126227235299927,NA,NA,0.0126227235299927,NA,NA
2003,"EGY",0.0129311265950407,NA,NA,0.0129311265950407,NA,NA
2004,"EGY",0.0220300621302674,NA,NA,0.0220300621302674,NA,NA
2005,"EGY",0.0260216117370071,NA,NA,0.0260216117370071,NA,NA
2006,"EGY",0.0496756554337268,NA,NA,NA,0.0496756554337268,NA
2007,"EGY",0.0522830805383752,NA,NA,NA,0.0522830805383752,NA
2008,"EGY",0.0526708340734074,NA,NA,NA,0.0526708340734074,NA
2009,"EGY",0.0274033344557612,NA,NA,0.0274033344557612,NA,NA
2010,"EGY",0.0308072808680238,NA,NA,0.0308072808680238,NA,NA
2011,"EGY",-0.00363831894315236,NA,NA,-0.00363831894315236,NA,NA
2012,"EGY",-0.000129556733122982,NA,NA,-0.000129556733122982,NA,NA
2013,"EGY",-0.00106132927917657,NA,NA,-0.00106132927917657,NA,NA
2014,"EGY",0.00616852134473245,NA,NA,0.00616852134473245,NA,NA
2015,"EGY",0.020937776531319,NA,NA,0.020937776531319,NA,NA
2016,"EGY",0.0213188085222573,NA,NA,0.0213188085222573,NA,NA
2017,"EGY",0.0202571393495363,NA,NA,0.0202571393495363,NA,NA
2018,"EGY",0.0319441803084741,NA,NA,0.0319441803084741,NA,NA
2019,"EGY",0.0349205110256521,NA,NA,0.0349205110256521,NA,NA
1960,"ESP",NA,NA,NA,NA,NA,NA
1961,"ESP",0.118918135141785,NA,NA,NA,NA,0.118918135141785
1962,"ESP",0.0979954427575755,NA,NA,NA,NA,0.0979954427575755
1963,"ESP",0.0908790712297469,NA,NA,NA,NA,0.0908790712297469
1964,"ESP",0.0435808279185075,NA,NA,NA,0.0435808279185075,NA
1965,"ESP",0.0603011410987329,NA,NA,NA,0.0603011410987329,NA
1966,"ESP",0.0657602975726637,NA,NA,NA,0.0657602975726637,NA
1967,"ESP",0.0279105744143529,NA,NA,0.0279105744143529,NA,NA
1968,"ESP",0.0500322579554726,NA,NA,NA,0.0500322579554726,NA
1969,"ESP",0.0841742265956098,NA,NA,NA,NA,0.0841742265956098
1970,"ESP",0.0294231293852618,NA,NA,0.0294231293852618,NA,NA
1971,"ESP",0.0347763174588924,NA,NA,NA,0.0347763174588924,NA
1972,"ESP",0.0691186608160352,NA,NA,NA,0.0691186608160352,NA
1973,"ESP",0.0654306443617683,NA,NA,NA,0.0654306443617683,NA
1974,"ESP",0.0440710182588775,NA,NA,NA,0.0440710182588775,NA
1975,"ESP",-0.00586500249948529,NA,NA,-0.00586500249948529,NA,NA
1976,"ESP",0.0217172421827279,NA,NA,0.0217172421827279,NA,NA
1977,"ESP",0.0174470154670154,NA,NA,0.0174470154670154,NA,NA
1978,"ESP",0.00439538446535348,NA,NA,0.00439538446535348,NA,NA
1979,"ESP",-0.00885403917352723,NA,NA,-0.00885403917352723,NA,NA
1980,"ESP",0.0136448596168088,NA,NA,0.0136448596168088,NA,NA
1981,"ESP",-0.00852504740506888,NA,NA,-0.00852504740506888,NA,NA
1982,"ESP",0.00616567986179284,NA,NA,0.00616567986179284,NA,NA
1983,"ESP",0.0123064543087397,NA,NA,0.0123064543087397,NA,NA
1984,"ESP",0.0132730430826691,NA,NA,0.0132730430826691,NA,NA
1985,"ESP",0.0193266650745658,NA,NA,0.0193266650745658,NA,NA
1986,"ESP",0.0292979463954697,NA,NA,0.0292979463954697,NA,NA
1987,"ESP",0.052792268142257,NA,NA,NA,0.052792268142257,NA
1988,"ESP",0.0486767355434339,NA,NA,NA,0.0486767355434339,NA
1989,"ESP",0.0461299966694209,NA,NA,NA,0.0461299966694209,NA
1990,"ESP",0.0355910646337556,NA,NA,NA,0.0355910646337556,NA
1991,"ESP",0.0229404897169325,NA,NA,0.0229404897169325,NA,NA
1992,"ESP",0.00642969544264171,NA,NA,0.00642969544264171,NA,NA
1993,"ESP",-0.0133908263541219,NA,NA,-0.0133908263541219,NA,NA
1994,"ESP",0.0205704444120423,NA,NA,0.0205704444120423,NA,NA
1995,"ESP",0.0242858786707076,NA,NA,0.0242858786707076,NA,NA
1996,"ESP",0.0234787984985743,NA,NA,0.0234787984985743,NA,NA
1997,"ESP",0.0337533824195586,NA,NA,NA,0.0337533824195586,NA
1998,"ESP",0.0396128206692214,NA,NA,NA,0.0396128206692214,NA
1999,"ESP",0.0383725114667148,NA,NA,NA,0.0383725114667148,NA
2000,"ESP",0.0429139657714959,NA,NA,NA,0.0429139657714959,NA
2001,"ESP",0.0268867774387096,NA,NA,0.0268867774387096,NA,NA
2002,"ESP",0.0126023316091173,NA,NA,0.0126023316091173,NA,NA
2003,"ESP",0.0134548948785702,NA,NA,0.0134548948785702,NA,NA
2004,"ESP",0.0142768337142565,NA,NA,0.0142768337142565,NA,NA
2005,"ESP",0.0197836491461456,NA,NA,0.0197836491461456,NA,NA
2006,"ESP",0.0245154817819289,NA,NA,0.0245154817819289,NA,NA
2007,"ESP",0.0200711510068012,NA,NA,0.0200711510068012,NA,NA
2008,"ESP",-0.00513826284468921,NA,NA,-0.00513826284468921,NA,NA
2009,"ESP",-0.0482666127227442,NA,-0.0482666127227442,NA,NA,NA
2010,"ESP",-0.00578532501853635,NA,NA,-0.00578532501853635,NA,NA
2011,"ESP",-0.0113715229273716,NA,NA,-0.0113715229273716,NA,NA
2012,"ESP",-0.0291577565830291,NA,NA,-0.0291577565830291,NA,NA
2013,"ESP",-0.0115710083079741,NA,NA,-0.0115710083079741,NA,NA
2014,"ESP",0.0171471204854341,NA,NA,0.0171471204854341,NA,NA
2015,"ESP",0.0407099899673149,NA,NA,NA,0.0407099899673149,NA
2016,"ESP",0.0311477622786496,NA,NA,NA,0.0311477622786496,NA
2017,"ESP",0.0294431934652597,NA,NA,0.0294431934652597,NA,NA
2018,"ESP",0.0233038260943199,NA,NA,0.0233038260943199,NA,NA
2019,"ESP",0.0185431553371953,NA,NA,0.0185431553371953,NA,NA
1960,"EST",NA,NA,NA,NA,NA,NA
1961,"EST",NA,NA,NA,NA,NA,NA
1962,"EST",NA,NA,NA,NA,NA,NA
1963,"EST",NA,NA,NA,NA,NA,NA
1964,"EST",NA,NA,NA,NA,NA,NA
1965,"EST",NA,NA,NA,NA,NA,NA
1966,"EST",NA,NA,NA,NA,NA,NA
1967,"EST",NA,NA,NA,NA,NA,NA
1968,"EST",NA,NA,NA,NA,NA,NA
1969,"EST",NA,NA,NA,NA,NA,NA
1970,"EST",NA,NA,NA,NA,NA,NA
1971,"EST",NA,NA,NA,NA,NA,NA
1972,"EST",NA,NA,NA,NA,NA,NA
1973,"EST",NA,NA,NA,NA,NA,NA
1974,"EST",NA,NA,NA,NA,NA,NA
1975,"EST",NA,NA,NA,NA,NA,NA
1976,"EST",NA,NA,NA,NA,NA,NA
1977,"EST",NA,NA,NA,NA,NA,NA
1978,"EST",NA,NA,NA,NA,NA,NA
1979,"EST",NA,NA,NA,NA,NA,NA
1980,"EST",NA,NA,NA,NA,NA,NA
1981,"EST",NA,NA,NA,NA,NA,NA
1982,"EST",NA,NA,NA,NA,NA,NA
1983,"EST",NA,NA,NA,NA,NA,NA
1984,"EST",NA,NA,NA,NA,NA,NA
1985,"EST",NA,NA,NA,NA,NA,NA
1986,"EST",NA,NA,NA,NA,NA,NA
1987,"EST",NA,NA,NA,NA,NA,NA
1988,"EST",NA,NA,NA,NA,NA,NA
1989,"EST",NA,NA,NA,NA,NA,NA
1990,"EST",NA,NA,NA,NA,NA,NA
1991,"EST",-0.069880487625226,NA,NA,-0.069880487625226,NA,NA
1992,"EST",-0.197480634595355,-0.197480634595355,NA,NA,NA,NA
1993,"EST",-0.0366585849191147,NA,NA,-0.0366585849191147,NA,NA
1994,"EST",0.00091200365786448,NA,NA,0.00091200365786448,NA,NA
1995,"EST",0.0633195125824513,NA,NA,0.0633195125824513,NA,NA
1996,"EST",0.0606755365218865,NA,NA,0.0606755365218865,NA,NA
1997,"EST",0.136931302748168,NA,NA,NA,0.136931302748168,NA
1998,"EST",0.0457688375941974,NA,NA,0.0457688375941974,NA,NA
1999,"EST",-0.00221800287241558,NA,NA,-0.00221800287241558,NA,NA
2000,"EST",0.104745812362635,NA,NA,NA,0.104745812362635,NA
2001,"EST",0.0654172854136115,NA,NA,0.0654172854136115,NA,NA
2002,"EST",0.0749741862168805,NA,NA,NA,0.0749741862168805,NA
2003,"EST",0.0833630568498152,NA,NA,NA,0.0833630568498152,NA
2004,"EST",0.0749908954632561,NA,NA,NA,0.0749908954632561,NA
2005,"EST",0.101297299533122,NA,NA,NA,0.101297299533122,NA
2006,"EST",0.10229805421126,NA,NA,NA,0.10229805421126,NA
2007,"EST",0.0797905814546036,NA,NA,NA,0.0797905814546036,NA
2008,"EST",-0.0478985730167455,NA,NA,-0.0478985730167455,NA,NA
2009,"EST",-0.141816723099081,NA,-0.141816723099081,NA,NA,NA
2010,"EST",0.0300130810196908,NA,NA,0.0300130810196908,NA,NA
2011,"EST",0.0779934943411298,NA,NA,NA,0.0779934943411298,NA
2012,"EST",0.0347946416698279,NA,NA,0.0347946416698279,NA,NA
2013,"EST",0.0166097039703859,NA,NA,0.0166097039703859,NA,NA
2014,"EST",0.0320522331399551,NA,NA,0.0320522331399551,NA,NA
